rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ACBD4|ENSG00000181513.15|chr17	6	2	0	0	0	0	0.643544316547485	0.839189957969207	10071	0.455037812306282	0.983336208287456	21.3983696872186	0.462748964668717
HEXIM1|ENSG00000186834.4|chr17	546	847	563	410	430	306	0.22427766596005	0.497227234726956	5515	-0.48377418271971	0.398092077847088	125.964920337902	-1.21523187634378
HEXIM2|ENSG00000168517.11|chr17	37	67	64	45	33	16	0.943904392684156	0.977887026096108	12867	-0.0857605559881843	1.21882273638724	21.5700299927953	-0.0703634363126424
SPATA32|ENSG00000184361.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MAP3K14|ENSG00000006062.18|chr17	0	6	14	38	43	2	0.916736344177596	1	12623	0.257293301336852	2.46106178639049	4.52569930347769	0.104545648857606
ARHGAP27|ENSG00000159314.12|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLEKHM1|ENSG00000225190.12|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LINC02210-CRHR1|ENSG00000263715.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CRHR1|ENSG00000120088.15|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SPPL2C|ENSG00000185294.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MAPT|ENSG00000186868.17|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
STH|ENSG00000256762.1|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KANSL1|ENSG00000120071.15|chr17	0	0	0	0	0	0	0.542462265922943	1	9090.5	-2.42608222924029	3.98310116318624	0.520909891196597	-0.609093801499023
ARL17B|ENSG00000228696.10|chr17	0	5	0	0	0	23	0.157518944732873	0.405916171578162	4700	2.60878538122567	1.84566632282083	11.361613936375	1.41346534255364
LRRC37A|ENSG00000176681.14|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LRRC37A2|ENSG00000238083.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ARL17A|ENSG00000185829.18|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NSF|ENSG00000073969.18|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
WNT9B|ENSG00000158955.11|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GOSR2|ENSG00000108433.17|chr17	189	136	167	152	88	117	0.0589293246322635	0.225679557150785	3072	0.634173001774604	0.335768626396194	308.835873384924	1.88872024340447
RPRML|ENSG00000179673.5|chr17	159	218	303	258	240	193	0.360053380228616	0.639349012183399	7187	0.2694777925108	0.294426499760482	270.976016198387	0.915263377209669
CDC27|ENSG00000004897.12|chr17	221	152	111	142	131	33	0.00174948130469226	0.0206307446035086	959	0.923705623660843	0.295136082747978	315.625901523097	3.12976175281696
ITGB3|ENSG00000259207.10|chr17	4	4	0	0	0	0	0.612108044948741	1	9739.5	2.04947896192879	4.04183337402411	0.345066255515526	0.507066663138638
EFCAB13|ENSG00000178852.16|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NPEPPS|ENSG00000141279.18|chr17	202	297	192	207	230	190	0.334431136733761	0.615075793691517	6894	-0.11530153737528	0.119455361162834	1389.10497252206	-0.965226978955833
KPNB1|ENSG00000108424.11|chr17	4361	5269	3859	4779	4553	3911	2.61504059529968e-13	4.69420541146731e-11	63	0.353117258100293	0.0482871237236158	11702.1275024642	7.31286585056201
TBKBP1|ENSG00000198933.10|chr17	1	0	0	0	13	0	0.958943608377058	0.983645647812803	12998	0.0720202866199912	1.39901490555254	10.2076986253348	0.0514792846982191
TBX21|ENSG00000073861.3|chr17	4	0	0	0	8	0	1	1	16415.5	NA	NA	0	NA
OSBPL7|ENSG00000006025.12|chr17	12	39	28	35	39	18	0.138774578510022	0.3787084483416	4425	1.15673006044244	0.781379113290127	36.2489277835522	1.48036982403054
MRPL10|ENSG00000159111.13|chr17	566	691	583	648	339	287	0.141497807902631	0.383464823764882	4457	0.292839584922689	0.199178605075515	472.272209000835	1.4702361471588
LRRC46|ENSG00000141294.10|chr17	0	1	0	0	0	0	0.861604613015183	0.947017556588224	12155	0.27393101787058	1.57131874832393	12.2274393801622	0.174331922254967
SCRN2|ENSG00000141295.14|chr17	6	15	52	18	39	1	0.0693339703161043	0.251232896605198	3266	0.657194570596038	0.361843989762778	172.942961010457	1.81623735418927
SP6|ENSG00000189120.5|chr17	0	0	0	1	0	0	0.524816886253453	0.765036628852836	8924	1.13839792616602	1.7901085812202	8.77975915015952	0.635937919134517
SP2|ENSG00000167182.16|chr17	178	269	218	283	156	191	0.250800370469804	0.528076966978777	5859	0.581995081719218	0.506784456963805	88.6244569925816	1.14840752063709
PNPO|ENSG00000108439.11|chr17	130	271	160	249	266	116	0.0667159675625894	0.245494427803484	3211	-0.352734245963104	0.192374335188402	539.364592981914	-1.83358266380832
PRR15L|ENSG00000167183.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CDK5RAP3|ENSG00000108465.15|chr17	119	127	131	198	264	116	0.00824101370441766	0.0615572153125887	1515	0.811584136928061	0.30718173360841	300.058282268454	2.64203254338897
COPZ2|ENSG00000005243.10|chr17	0	0	0	0	0	0	0.812764141010275	1	11642	0.770480933332969	3.25287361535949	2.69562127733488	0.236861625885155
NFE2L1|ENSG00000082641.16|chr17	220	305	196	351	220	184	0.396738667517794	0.669571836267936	7624	0.256196879933674	0.302311404011482	237.080021090878	0.847460190168493
CBX1|ENSG00000108468.15|chr17	285	299	217	256	103	207	0.0240491180051006	0.125505987780195	2191	-0.409001092299019	0.181267198875022	660.657792227672	-2.25634364538845
SNX11|ENSG00000002919.15|chr17	124	159	111	105	64	13	0.0476690100824973	0.197840008470758	2823	0.928193560181752	0.468711883547291	98.1648879081479	1.98030729060468
HOXB1|ENSG00000120094.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HOXB2|ENSG00000173917.11|chr17	498	673	517	826	616	768	0.0514169103564195	0.207669228293124	2903	0.983996601600942	0.505135945483513	73.1506976058208	1.94798372675511
HOXB3|ENSG00000120093.12|chr17	105	130	85	154	97	109	0.13842561574186	0.378365347636205	4415	-1.77031603281376	1.19480368672886	11.8883645333994	-1.48167941937017
HOXB4|ENSG00000182742.6|chr17	97	42	51	17	95	39	0.123811900624414	0.354554264864587	4192	1.1159328236735	0.725117225259476	44.193513313219	1.53896885193173
HOXB5|ENSG00000120075.6|chr17	229	351	330	240	238	56	0.155931838026617	0.404367460271476	4670	0.431291954666663	0.303964885478836	228.501791175407	1.41888742835294
HOXB6|ENSG00000108511.10|chr17	810	965	734	1049	895	824	0.00502045905953665	0.0442183578693925	1284	0.669959504578512	0.238783611687676	350.293463626299	2.80571811374897
HOXB7|ENSG00000260027.5|chr17	135	201	137	228	120	82	0.637929100562086	0.835775071495582	10025	-0.164247310974616	0.349019606625304	145.322791940225	-0.470596229715388
HOXB8|ENSG00000120068.7|chr17	18	22	31	34	37	7	0.406492656782813	0.675834380411177	7752	0.914454656614305	1.101644309242	26.112815843431	0.830081587080956
HOXB9|ENSG00000170689.10|chr17	72	88	89	92	131	30	0.426508369880939	0.691524466664307	7960	0.317548535559986	0.399341328364488	121.880270856819	0.795180746406873
PRAC1|ENSG00000159182.5|chr17	0	0	0	0	0	0	0.363542876032962	1	7226	3.40455087683781	3.74688542440192	1.89258960311083	0.908634903716397
PRAC2|ENSG00000229637.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HOXB13|ENSG00000159184.8|chr17	71	99	43	81	31	45	0.256132017854617	0.532854486739857	5938	0.7269489500483	0.640156036247586	62.1934633571085	1.13558087229712
TTLL6|ENSG00000170703.16|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CALCOCO2|ENSG00000136436.15|chr17	121	117	118	158	115	61	0.462179798031265	0.719304368597872	8317	-0.193670235531009	0.263402938595316	318.760134416643	-0.735262243328871
ATP5MC1|ENSG00000159199.14|chr17	2245	2834	2023	1624	1258	1089	1.33703811921944e-15	3.43649183869379e-13	44	-0.593024936281665	0.0742103664860445	4206.16130256659	-7.9911333734376
UBE2Z|ENSG00000159202.18|chr17	360	500	361	242	251	125	0.0236538987515947	0.124303875920904	2176	-0.802791421209532	0.354792837222755	221.896087921975	-2.26270470253464
SNF8|ENSG00000159210.10|chr17	132	195	164	157	105	122	0.0273017641917757	0.136681686359698	2290	-0.324159654808573	0.146866245112254	1838.95336473117	-2.20717602305968
GIP|ENSG00000159224.4|chr17	0	5	14	0	0	0	0.856645514139179	0.94423042099415	11997	0.172028853766039	0.952298612568356	19.988732683631	0.180645914522627
IGF2BP1|ENSG00000159217.10|chr17	740	873	750	631	593	371	0.184503080400732	0.443757458076344	5050	-0.178324183220002	0.134379734267405	1180.4141765747	-1.32701693594029
B4GALNT2|ENSG00000167080.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GNGT2|ENSG00000167083.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ABI3|ENSG00000108798.9|chr17	0	0	0	0	0	0	0.857221336264943	1	12107	-0.73412768554571	4.0804728567969	0.160509066770747	-0.179912405083853
PHOSPHO1|ENSG00000173868.12|chr17	0	0	0	0	0	0	0.0649844897422249	1	3179	5.65260878132734	3.06313893929801	4.22988109362382	1.84536480170983
ZNF652|ENSG00000198740.9|chr17	173	152	101	14	103	5	0.395464140517292	0.668868701510715	7595	-0.408815938462739	0.481101475937617	96.1449947872304	-0.849749915370764
PHB1|ENSG00000167085.14|chr17	1032	1341	1081	1155	1026	717	0.509507581164124	0.752361425665345	8811	-0.0478724024363076	0.0725774200666299	4591.23889882592	-0.659604631748528
NGFR|ENSG00000064300.9|chr17	0	6	0	0	0	0	0.509499962684923	0.752361425665345	8810	1.07164241987065	1.62464465188003	7.62936412706326	0.659616500525545
NXPH3|ENSG00000182575.8|chr17	2	0	7	0	0	0	0.566215579148968	1	9334	-2.28915184982342	3.99061478678521	0.48152720031224	-0.573633881527196
SPOP|ENSG00000121067.19|chr17	924	1183	941	1076	1470	582	6.52745007054085e-05	0.00150650883362748	490	0.804583583733267	0.201504371361968	706.109397678719	3.99288401683341
SLC35B1|ENSG00000121073.15|chr17	314	330	308	545	421	468	0.00222076049379329	0.0247190752207759	1016	-0.38870234106438	0.127068372803661	1224.59125958535	-3.05900148469659
FAM117A|ENSG00000121104.8|chr17	57	150	78	128	56	94	0.506083673081092	0.750202989992238	8773	0.453221287545244	0.681588939652144	35.8840421804815	0.664948125150843
KAT7|ENSG00000136504.13|chr17	187	225	175	238	399	106	1.48791704223384e-08	1.11018504396162e-06	151	2.73582218035802	0.483108931321475	134.353658818965	5.6629509474697
TAC4|ENSG00000176358.16|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
DLX4|ENSG00000108813.11|chr17	16	30	17	8	0	0	0.397119516541226	0.669571836267936	7629	-0.578003716644265	0.682592727557973	41.5399142859878	-0.846776845560773
DLX3|ENSG00000064195.7|chr17	0	14	18	63	32	0	0.279142433230541	0.557446896945821	6242	1.31623731198907	1.21620696298068	14.075071863865	1.08224780161037
PDK2|ENSG00000005882.12|chr17	3	16	34	12	1	0	0.281015681717456	0.558966257482382	6268	-0.437758367204843	0.406068571979611	120.266725236116	-1.078040502053
SAMD14|ENSG00000167100.15|chr17	6	6	0	0	0	0	0.0183969230562352	1	2019	-5.8596144138946	2.4854878293323	5.69658271874485	-2.3575309219956
PPP1R9B|ENSG00000108819.11|chr17	21	36	43	44	24	39	0.875262177642072	0.95170422868077	12279	0.126169733393985	0.80374144323923	27.7650527109912	0.156978011343421
COL1A1|ENSG00000108821.14|chr17	30	6	5	7	0	0	0.000597012025815694	0.00919837738412763	734	-2.76473456816939	0.805348134452039	42.4335672798451	-3.4329682405616
TMEM92|ENSG00000167105.8|chr17	0	0	0	0	0	0	0.190852392694195	1	5137	4.85127667209151	3.70875225636733	2.41546378860868	1.30806167054234
XYLT2|ENSG00000015532.10|chr17	81	136	62	5	22	62	0.00834269836642022	0.0619485067799385	1524	-2.12194226710122	0.804413075879352	29.4708298468543	-2.63787639799565
MRPL27|ENSG00000108826.16|chr17	482	543	377	448	396	450	0.0228948669916131	0.121557770332466	2153	-0.280396539905183	0.123241234041662	1392.92144359901	-2.27518445498845
EME1|ENSG00000154920.15|chr17	91	72	59	21	32	66	0.0111298181003995	0.0749209005341775	1685	1.54095176588428	0.607009389885048	70.517401583805	2.53859625824915
LRRC59|ENSG00000108829.10|chr17	453	595	354	537	427	343	0.0159952545177598	0.0962694695802797	1893	-0.254770837837954	0.105756878383012	1860.06897441761	-2.40902380756048
ACSF2|ENSG00000167107.13|chr17	0	1	6	0	13	0	0.129255646644192	0.364254200822121	4270	-1.51453066813368	0.998343455941832	21.838508024837	-1.51704371789053
RSAD1|ENSG00000136444.10|chr17	79	75	84	66	40	94	0.25952395050358	0.537669736449011	5963	0.385093461619799	0.341541153125195	174.5880666222	1.12751701543457
MYCBPAP|ENSG00000136449.15|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EPN3|ENSG00000049283.19|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SPATA20|ENSG00000006282.21|chr17	3	13	23	6	0	0	0.594246061399894	0.811568654100905	9583	-0.363466970406359	0.682319685071004	83.6676056272339	-0.532693073875679
CACNA1G|ENSG00000006283.18|chr17	0	0	0	0	0	0	0.372646441227922	1	7339.5	-3.51515593699479	3.94284795298091	1.12356346739523	-0.891527134425062
ABCC3|ENSG00000108846.16|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ANKRD40|ENSG00000154945.7|chr17	376	374	310	196	371	153	0.100556004698041	0.314053536904211	3824	0.733296647884791	0.44654286199541	90.6613480312078	1.64216407940774
LUC7L3|ENSG00000108848.16|chr17	672	920	715	752	632	398	3.27831550349704e-06	0.000129631014087581	286	0.748900868003845	0.160965164002659	1148.66315657681	4.65256487417038
ANKRD40CL|ENSG00000167117.10|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
WFIKKN2|ENSG00000173714.8|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TOB1|ENSG00000141232.5|chr17	313	322	145	117	228	115	0.678332222082569	0.857947099256117	10409	0.417839392391369	1.00747301504206	26.0219511789827	0.414740033879642
SPAG9|ENSG00000008294.22|chr17	145	157	59	249	124	226	0.153030696689918	0.400046887562687	4632	0.410675507070533	0.287405155526286	276.561564927603	1.42890793423145
NME1|ENSG00000239672.8|chr17	795	908	682	867	901	558	0.885710200142917	0.954094073391716	12391	-0.00917480125686588	0.0638316282395576	6008.81987042598	-0.143734407376124
NME1-NME2|ENSG00000011052.21|chr17	1211	1609	944	1002	999	705	0.00605686517297339	0.0503655060596736	1359.5	-0.191733480923037	0.0698562302453655	12271.5601592201	-2.74468691267171
NME2|ENSG00000243678.12|chr17	1211	1609	944	1002	999	705	0.00605686517297339	0.0503655060596736	1359.5	-0.191733480923037	0.0698562302453655	12271.5601592201	-2.74468691267171
MBTD1|ENSG00000011258.16|chr17	14	16	16	6	13	0	0.157485233826866	0.405916171578162	4697	1.45479235561907	1.02915453990697	20.1002533453119	1.4135800788
CA10|ENSG00000154975.14|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KIF2B|ENSG00000141200.8|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
COX11|ENSG00000166260.13|chr17	221	170	108	37	79	75	0.0393571924483961	0.174956953380075	2600	-0.380252487439323	0.184549820729666	594.538048098133	-2.06043271099314
STXBP4|ENSG00000166263.13|chr17	14	30	37	10	22	0	0.0754690099166521	0.264398709153475	3385	-0.998611272529833	0.561773934033747	53.2172912466072	-1.77760343090223
HLF|ENSG00000108924.14|chr17	8	15	0	19	0	1	0.265813985369046	0.54434467081608	6043	-1.75858352078515	1.58038803907052	10.9252417590864	-1.11275425864361
MMD|ENSG00000108960.9|chr17	13	38	36	6	17	1	0.0466085298238857	0.19538284484772	2791	2.29646003411819	1.15409263098313	15.880296912867	1.98984030611296
TMEM100|ENSG00000166292.12|chr17	18	16	15	68	0	4	0.0215247038156964	0.116414574582358	2113	3.24270540187622	1.41069865835789	15.3846396917297	2.29865207758179
PCTP|ENSG00000141179.14|chr17	39	71	60	128	64	53	0.119417581792377	0.3475279033685	4120	0.863452905524599	0.554482550674167	57.769712687997	1.55722286386609
ANKFN1|ENSG00000153930.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NOG|ENSG00000183691.6|chr17	59	56	47	96	66	84	0.522877559383614	0.76368620935933	8907	1.11150947299505	1.7396800537237	6.83601538842314	0.63891602976991
DGKE|ENSG00000153933.10|chr17	68	104	97	86	25	0	0.686157442324449	0.861142438713483	10488	0.158424160945101	0.392066061513508	134.338554734775	0.404075171244178
TRIM25|ENSG00000121060.19|chr17	271	305	201	214	182	104	0.541483363250142	0.776815343777224	9070	-0.162283260974779	0.265789163583514	268.44640229004	-0.610571397218711
COIL|ENSG00000121058.5|chr17	308	311	270	202	238	204	0.105301442633405	0.322147991667058	3907	1.01317590895143	0.625541524558675	87.4432457158984	1.61967810157165
SCPEP1|ENSG00000121064.13|chr17	37	35	35	73	48	64	0.734350022773187	0.886314237731266	10948	-0.0923127637281529	0.272032378221789	242.570703204694	-0.339344765985503
AKAP1|ENSG00000121057.13|chr17	319	399	352	301	238	221	0.509401636870043	0.752361425665345	8809	-0.187530605912217	0.284236467299106	212.894676710813	-0.659769689984485
CCDC182|ENSG00000166329.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MRPS23|ENSG00000181610.13|chr17	766	832	607	551	677	498	0.124112233111483	0.355158209579393	4197	0.186917439470794	0.121553355137659	1345.6529240676	1.53773986130709
VEZF1|ENSG00000136451.9|chr17	404	555	217	251	341	168	0.0715486093804104	0.256301306139709	3308	0.876104000903392	0.486189734280033	79.7582436631372	1.80197963702536
SRSF1|ENSG00000136450.13|chr17	1022	1276	1037	920	1013	697	0.0272947375196341	0.136681686359698	2289	-0.235158367310707	0.106537785926621	2547.81256751083	-2.20727665086521
DYNLL2|ENSG00000264364.3|chr17	811	1047	766	642	735	413	0.00467402839715949	0.0418847758664633	1262	0.436914725273603	0.154458826603761	937.537426310315	2.82868085224055
OR4D1|ENSG00000141194.7|chr17	10	27	1	0	3	38	0.0245923133590383	0.127225284436123	2210	2.31542857656049	1.03011075247265	19.0588967514559	2.24774721650326
OR4D2|ENSG00000255713.2|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MKS1|ENSG00000011143.19|chr17	35	41	42	22	30	63	0.157144351453647	0.405704982456555	4691	0.472626280791303	0.334072576025044	144.261945651982	1.41474133080553
LPO|ENSG00000167419.11|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MPO|ENSG00000005381.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SUPT4H1|ENSG00000213246.7|chr17	653	861	429	769	647	400	0.536580675432393	0.77321494119074	9032.5	-0.0704984034583422	0.114076580957245	1814.15322249697	-0.617991903919037
RNF43|ENSG00000108375.13|chr17	80	81	128	30	36	2	0.924346325953153	0.971614750760219	12694	-0.112972231702758	1.18967800371013	15.8710474227502	-0.0949603433453781
HSF5|ENSG00000176160.11|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MTMR4|ENSG00000108389.10|chr17	216	203	182	155	246	54	0.225987697645098	0.499485559748525	5542	0.413749314427435	0.341727163237901	187.516630894424	1.21075922237822
SEPTIN4|ENSG00000108387.16|chr17	0	0	0	0	0	0	0.459299851963598	0.717235850021586	8291	0.997398287133559	1.34783509580605	14.7875090067871	0.740000234625947
TEX14|ENSG00000121101.16|chr17	0	3	0	1	0	0	0.486141198353291	1	8542	1.43081731800689	2.05441608749561	5.852514925774	0.696459362207924
IGBP1P2|ENSG00000266826.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RAD51C|ENSG00000108384.16|chr17	232	157	121	150	238	129	0.732137188333944	0.884682066766596	10934	-0.0566768873961415	0.165584398495001	615.869113442383	-0.342283982737978
PPM1E|ENSG00000175175.6|chr17	23	48	18	17	3	2	0.49213320012607	0.740393023842721	8647	0.386646382176022	0.562869669381465	62.7709658342942	0.686919909187691
TRIM37|ENSG00000108395.14|chr17	101	87	49	129	38	7	0.649457212048567	0.84344414458627	10110	-0.195951667813883	0.431121254554623	142.66683943627	-0.454516370380102
SKA2|ENSG00000182628.13|chr17	469	446	389	406	444	240	0.188087625545567	0.448370816414048	5095	-0.207867435886746	0.157923076338001	984.263994925697	-1.31625751414473
PRR11|ENSG00000068489.13|chr17	413	520	306	142	208	190	0.00043438135275339	0.00708736325422094	693	-0.543630329298104	0.154516675804133	1099.47934789022	-3.51826316783579
ENSG00000265303|ENSG00000265303.1|chr17	248	479	523	300	356	331	0.924298297129062	0.971614750760219	12689.5	-0.103866616314589	1.09309334982036	28.9445119956547	-0.0950208107401425
SMG8|ENSG00000167447.13|chr17	248	479	523	300	356	331	0.924298297129062	0.971614750760219	12689.5	-0.103866616314589	1.09309334982036	28.9445119956547	-0.0950208107401425
GDPD1|ENSG00000153982.11|chr17	70	120	80	119	111	53	0.0469380519589294	0.195958627699502	2803	0.736371747014378	0.370621085723803	137.756356783678	1.98685874975593
YPEL2|ENSG00000175155.11|chr17	6	33	14	49	42	119	0.830780570927855	0.932073162363403	11785	0.34023066321751	1.5920906135811	6.3928767812189	0.213700564726167
DHX40|ENSG00000108406.10|chr17	230	289	276	240	268	240	0.349423163484789	0.629350954615037	7068	-0.138893113990675	0.14843626691151	800.869303461206	-0.935708751510685
CLTC|ENSG00000141367.13|chr17	542	577	449	363	467	328	0.14627521210529	0.390516141099795	4529	0.187643653403569	0.129158697714016	1991.87373949835	1.45281469018099
PTRH2|ENSG00000141378.15|chr17	569	513	435	681	552	561	0.804402837210528	0.91910835096883	11573	-0.0738085191291832	0.298031903766269	210.684432467695	-0.247653080748923
VMP1|ENSG00000062716.13|chr17	136	201	117	123	117	126	0.159500441514203	0.408930059642739	4730	-0.266865649658455	0.189703181951064	587.201328246319	-1.406753681798
TUBD1|ENSG00000108423.15|chr17	253	261	233	133	54	138	0.946819961623232	0.978538883896896	12892	0.0300489336661688	0.450503891933156	131.583418430576	0.0667007193594397
RPS6KB1|ENSG00000108443.14|chr17	74	156	113	145	78	34	0.0365911368218622	0.16663258351232	2532	0.673439509120539	0.322174092293777	231.616904863514	2.0902969085002
RNFT1|ENSG00000189050.16|chr17	56	40	30	11	30	8	0.881552939688654	0.952558971425472	12356	0.143684577825118	0.964320339472413	39.5419759730607	0.149000878591578
HEATR6|ENSG00000068097.16|chr17	248	238	179	249	203	73	0.00772136518555169	0.0591605141486477	1476	0.986599479747383	0.370342781513499	133.605272101572	2.66401703771678
CA4|ENSG00000167434.10|chr17	0	0	0	0	0	0	0.317036671945757	1	6707	-3.93597945973163	3.9337529346377	1.50532492979875	-1.00056600532136
USP32|ENSG00000170832.13|chr17	94	46	31	48	34	0	0.0325729022532442	0.153167131634902	2443	1.28046445382951	0.599101351870838	55.0200032751305	2.13730857029608
C17orf64|ENSG00000141371.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
APPBP2|ENSG00000062725.10|chr17	93	98	140	47	83	78	0.0142485781677209	0.0886343072050364	1827	1.06546347801321	0.43471719519454	181.887695807788	2.45093474514255
