rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CKLF-CMTM1|ENSG00000254788.7|chr16	0	0	0	0	1	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.185384957344862	0.184188018334376
CMTM1|ENSG00000089505.18|chr16	0	0	0	0	1	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.185384957344862	0.184188018334376
CMTM2|ENSG00000140932.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CMTM3|ENSG00000140931.20|chr16	417	412	340	740	615	760	0.000133501734135246	0.00809307727965624	114	0.640752415994703	0.167740296630557	529.053709002356	3.81990749310489
CMTM4|ENSG00000183723.13|chr16	245	311	222	531	373	461	0.00134287891528178	0.0305648255781612	318	0.60063472980425	0.187308803318803	343.045433428589	3.20665510195994
DYNC1LI2|ENSG00000135720.13|chr16	1343	1557	1262	2053	1898	2144	0.00550705004057085	0.0770519315655242	552	0.349273890818459	0.125829375987275	1668.08368237213	2.7757738451614
TERB1|ENSG00000249961.10|chr16	0	0	0	0	1	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.185384957344862	0.184188018334376
NAE1|ENSG00000159593.15|chr16	3229	3659	2921	3623	2719	3385	0.0246786240382306	0.176047757534227	1180	-0.227132233509716	0.101109593172844	3205.03331502451	-2.24639647319559
CA7|ENSG00000168748.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PDP2|ENSG00000172840.7|chr16	453	544	519	821	672	690	0.0624695198497238	0.282779372702752	2008	0.315836684277247	0.169535922985009	602.571539328371	1.86294844606576
CDH16|ENSG00000166589.13|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RRAD|ENSG00000166592.12|chr16	0	0	0	4	0	0	0.529245372873997	1	8442.5	2.50418214757661	3.98020947262606	0.549013038682946	0.629158380934259
CIAO2B|ENSG00000166595.12|chr16	5170	5804	4316	5421	2962	5206	0.00138534477324559	0.0311519342561335	323	-0.409093054133234	0.127934045077369	4712.92526483458	-3.19768716674152
CES2|ENSG00000172831.14|chr16	1097	1004	695	1004	1033	1158	0.982661730616987	0.995196066507752	13881	-0.00387526628800908	0.178320667779652	984.829937423052	-0.0217320086126958
CES3|ENSG00000172828.13|chr16	81	63	32	116	11	68	0.786368241322673	1	11560	-0.162238684270721	0.598601277095995	58.4494381254581	-0.271029632709426
CES4A|ENSG00000172824.17|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CBFB|ENSG00000067955.15|chr16	966	1107	1036	1564	1069	1704	0.0725159652157436	0.305334652199865	2201	0.24560374196983	0.136760681137311	1202.65773612746	1.79586515603295
PHAF1|ENSG00000125149.12|chr16	136	162	166	153	65	192	0.172335037658928	1	3769	-0.450396704547582	0.330024013405368	142.379558355885	-1.36473918943093
B3GNT9|ENSG00000237172.4|chr16	0	9	0	7	5	1	0.785952590669464	1	11553	0.537077392206031	1.97767496396516	3.39536346480652	0.271570102262514
TRADD|ENSG00000102871.16|chr16	178	278	194	206	143	227	0.108942397812485	0.37845566767753	2814	-0.386552376172236	0.241148368136741	199.954602175462	-1.60296492636038
FBXL8|ENSG00000135722.9|chr16	7	0	0	0	0	0	0.281225344552526	1	5242.5	-3.95107500458897	3.66665007008449	1.30785333061472	-1.07757078779485
HSF4|ENSG00000102878.18|chr16	0	4	4	16	0	0	0.753906702763406	1	11168	0.671333617941415	2.14146794315789	3.58323439436981	0.313492256602002
NOL3|ENSG00000140939.14|chr16	0	15	1	5	21	10	0.36170714064971	1	6253	1.23792340782751	1.35719807312363	8.45713018010471	0.912116980079699
KIAA0895L|ENSG00000196123.13|chr16	130	169	91	180	101	154	0.847352170126292	1	12230	-0.0573596521769705	0.297975385584568	132.749977736896	-0.192497954367749
EXOC3L1|ENSG00000179044.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
E2F4|ENSG00000205250.9|chr16	545	661	450	853	692	827	0.0374528497970675	0.216314005401117	1495	0.316856831536281	0.1522769536832	651.424745164373	2.0807930804518
ELMO3|ENSG00000102890.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TMEM208|ENSG00000168701.19|chr16	1236	1391	1018	1444	1036	1349	0.251389519480323	0.570823959787815	4844	-0.144221253917205	0.125739892706909	1220.30465071924	-1.14698088897988
FHOD1|ENSG00000135723.14|chr16	416	589	450	534	457	578	0.577439043706183	0.821046797288857	9075	-0.0932283592595992	0.167337004015912	494.072292909109	-0.557129367815945
SLC9A5|ENSG00000135740.17|chr16	5	41	25	62	19	56	0.295979409175145	1	5423	0.723955087865856	0.692717508139126	31.9299915176699	1.04509425467049
PLEKHG4|ENSG00000196155.13|chr16	31	63	60	91	35	73	0.803205428009182	1	11748	0.116509448847125	0.467532323842754	56.284217003427	0.249200842178156
KCTD19|ENSG00000168676.11|chr16	0	11	2	3	4	1	0.701008624894235	1	10538	-0.702172323828374	1.82876766330373	3.35455658859773	-0.383959284669261
LRRC36|ENSG00000159708.18|chr16	0	0	3	14	0	0	0.513532044557008	1	8232	1.74805965996287	2.67554203146482	2.5061820103976	0.653347859762768
TPPP3|ENSG00000159713.11|chr16	18	47	77	78	21	45	0.642481758111372	1	9860	-0.278045429960094	0.598936770568609	46.4263174260116	-0.464231691262047
ZDHHC1|ENSG00000159714.12|chr16	17	21	0	0	2	5	0.0912383464962025	1	2539	-2.57647835220925	1.52553518388984	7.43931201034807	-1.68890129799543
HSD11B2|ENSG00000176387.7|chr16	30	35	25	54	30	55	0.445341243282635	1	7406	0.392845906862759	0.51473193921864	36.4901891676272	0.763204839122859
ATP6V0D1|ENSG00000159720.13|chr16	537	825	728	724	190	717	0.177700507705721	0.487535061181963	3852	-0.642580692728623	0.476738224627994	602.80614654989	-1.34786903909381
AGRP|ENSG00000159723.5|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RIPOR1|ENSG00000039523.20|chr16	280	432	339	351	165	330	0.0164276375288511	0.142079074965016	959	-0.553372791602526	0.230641809513102	309.107431840312	-2.39927354355538
CTCF|ENSG00000102974.16|chr16	548	551	405	530	463	603	0.482403099171498	0.762387490540367	7905	-0.124200966385156	0.176812940510387	508.265957543426	-0.702442739918459
CARMIL2|ENSG00000159753.15|chr16	147	91	59	102	41	103	0.201378659664784	1	4197	-0.54353975063424	0.425426949658777	88.8505497598246	-1.27763356569253
ACD|ENSG00000102977.18|chr16	309	338	355	385	247	517	0.807913095539847	0.936517938937313	11813	-0.0547652337999181	0.225260879196094	349.489338079819	-0.243119151427283
PARD6A|ENSG00000102981.10|chr16	9	56	26	54	63	51	0.19548754244706	1	4098	0.771196166094101	0.595741325120305	41.5078039079877	1.294515142018
ENKD1|ENSG00000124074.12|chr16	203	181	132	120	162	188	0.285793510020867	1	5297	-0.32519341723531	0.30466080541646	164.049446280011	-1.06739498962061
C16orf86|ENSG00000159761.15|chr16	0	0	0	17	0	0	0.125067603017955	1	3066.5	4.5851163404688	2.98929427446547	2.33330541440252	1.53384575738656
GFOD2|ENSG00000141098.13|chr16	85	127	139	64	98	112	0.141835080618882	1	3316	-0.548245786485005	0.373212348109717	104.941066181742	-1.46899155202612
RANBP10|ENSG00000141084.12|chr16	62	124	80	190	101	119	0.224678986405672	1	4489	0.41733690484252	0.343719132385994	107.523205010635	1.21418002525927
TSNAXIP1|ENSG00000102904.15|chr16	8	11	1	14	4	0	0.820394071990749	1	11938	-0.338315324437846	1.49012540131809	6.02373822778591	-0.227038156747472
CENPT|ENSG00000102901.13|chr16	5	56	21	48	19	40	0.770577877145953	1	11331	0.211652179682355	0.72578300345045	29.2610430996355	0.291619090935084
THAP11|ENSG00000168286.3|chr16	1076	1359	848	1512	1088	1397	0.557429160095936	0.808953570806478	8851	0.0792263882555165	0.13504551494185	1178.13328599601	0.586664342682027
NUTF2|ENSG00000102898.13|chr16	2000	2617	2002	2405	2017	2621	0.294652892335042	0.614870981788451	5409	-0.115962798066198	0.110654798652854	2233.42902610648	-1.04796899436775
EDC4|ENSG00000038358.15|chr16	1164	1387	1066	1377	1118	1376	0.366699840114357	0.68225633719752	6323	-0.110022002331515	0.121884765837674	1225.39576161244	-0.902672303428324
NRN1L|ENSG00000188038.8|chr16	39	26	51	37	18	23	0.148101371099599	1	3400	-0.853980061665806	0.590470533261346	32.8201093659617	-1.44627041242688
PSKH1|ENSG00000159792.10|chr16	224	178	100	362	268	439	0.00173250175595087	0.0357905535163518	355	0.865940297047874	0.276426345488689	249.391380454662	3.13262578325157
CTRL|ENSG00000141086.18|chr16	9	0	2	23	30	28	0.010610735221006	1	770	2.63443159253892	1.03098224408216	14.7212754811556	2.55526378621996
PSMB10|ENSG00000205220.12|chr16	297	361	311	569	402	468	0.0519676850875785	0.257527845676456	1795	0.353462425830827	0.181878245083704	389.275658437779	1.94340134339957
LCAT|ENSG00000213398.8|chr16	0	4	2	9	3	1	0.619377773629249	1	9562	0.94182335857934	1.8960377156968	2.92927381159442	0.496732396609114
SLC12A4|ENSG00000124067.17|chr16	0	53	68	35	33	16	0.661004607009633	1	10075	-0.69497692226424	1.58479999868486	34.4715533706704	-0.438526579278752
DPEP3|ENSG00000141096.6|chr16	0	0	0	7	0	0	0.402419974384829	1	6823.5	3.30658315681065	3.94906861774071	0.960772817695156	0.837307091083761
DPEP2|ENSG00000167261.14|chr16	0	0	0	1	0	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
DUS2|ENSG00000167264.18|chr16	91	127	59	129	35	122	0.627978061682449	1	9676	-0.205494642415006	0.424072162857291	89.1181390168462	-0.484574703112875
DPEP2NB|ENSG00000263201.1|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DDX28|ENSG00000182810.7|chr16	429	461	460	527	518	487	0.918483416412276	0.978047422639276	13139	-0.0197701580158176	0.19317307924444	476.574554436184	-0.102344271226326
NFATC3|ENSG00000072736.19|chr16	1041	1293	967	1526	1157	1851	0.0725575212966599	0.305334652199865	2204	0.239424557884298	0.133339288380109	1263.21958212529	1.79560398733922
ESRP2|ENSG00000103067.14|chr16	246	319	167	330	259	369	0.400724009844927	0.709124166993698	6799	0.190737838843469	0.226979986153165	272.089304839118	0.840328885714002
PLA2G15|ENSG00000103066.13|chr16	160	181	225	200	110	219	0.207587900683083	0.524503869193012	4277	-0.359997982694615	0.285661481307403	179.832324056111	-1.26022584860581
SLC7A6|ENSG00000103064.15|chr16	254	323	207	362	223	338	0.934320745950315	0.982620538685792	13314	0.0174214429032726	0.211399821700376	275.35219561167	0.0824099224074304
SLC7A6OS|ENSG00000103061.13|chr16	574	681	468	637	635	653	0.876900353309163	0.964428238790221	12668	-0.0267827280429423	0.172903627064989	598.74330099137	-0.154899746740856
PRMT7|ENSG00000132600.18|chr16	237	295	229	286	204	318	0.523197353924553	0.793160929920131	8353	-0.134604282709382	0.210838199477698	255.44778343717	-0.638424550403258
SMPD3|ENSG00000103056.12|chr16	0	21	8	0	3	8	0.342454690298974	1	6023	-1.50726018070181	1.58771563444891	6.42875690822291	-0.949326282363512
ZFP90|ENSG00000184939.16|chr16	156	127	71	171	151	161	0.445665589914492	1	7409	0.24858467804587	0.325943866554457	136.34651173347	0.7626610086996
CDH3|ENSG00000062038.15|chr16	31	19	20	10	31	26	0.748775708103939	1	11116	-0.230758192515353	0.720547171419544	23.3461711988777	-0.320254109194181
CDH1|ENSG00000039068.20|chr16	14	35	6	32	14	17	0.965016293440776	1	13678	0.0348308378795971	0.794143416590754	18.4766140977473	0.0438596318397064
TANGO6|ENSG00000103047.8|chr16	40	42	47	61	76	75	0.239394766317056	1	4685	0.518643920731942	0.44083596822214	56.0060816429345	1.17650091670967
HAS3|ENSG00000103044.11|chr16	0	6	0	10	0	16	0.311770334054893	1	5617	1.95547238558235	1.93321276819964	4.5306723457237	1.01151431324522
CHTF8|ENSG00000168802.14|chr16	163	314	256	344	346	367	0.155213399588913	0.455841170158834	3522.5	0.344707375715139	0.2425201471572	290.935736711123	1.42135562655626
DERPC|ENSG00000286140.2|chr16	163	314	256	344	346	367	0.155213399588913	0.455841170158834	3522.5	0.344707375715139	0.2425201471572	290.935736711123	1.42135562655626
UTP4|ENSG00000141076.18|chr16	0	0	0	0	9	1	0.160595212874588	1	3597	4.20027852520725	2.99362894442287	1.80887956232713	1.40307252608323
SNTB2|ENSG00000168807.17|chr16	648	677	531	844	651	834	0.456860623807029	0.746594221012378	7533	0.111361391960743	0.149674019169259	681.031565195849	0.744026201600222
VPS4A|ENSG00000132612.16|chr16	1626	2081	1387	1759	890	1617	0.00128661133431751	0.0296460443816518	315	-0.489801520932198	0.152161914332875	1523.70338767706	-3.21894951887033
PDF|ENSG00000258429.2|chr16	1407	1430	1333	1646	1501	1976	0.56342223597131	0.812028585195183	8915	0.0793757967250512	0.137384030475352	1521.5345474623	0.577765817834933
ENSG00000272617|ENSG00000272617.3|chr16	921	1062	910	1071	996	1369	0.802370145953885	0.935685478098257	11734	0.0364297493458073	0.145555466197584	1034.62115936371	0.25028087434625
NIP7|ENSG00000132603.15|chr16	1247	1312	1059	1564	1186	1559	0.789606238965751	0.93185979849289	11589	0.0332730941256145	0.124701479155381	1292.11372804677	0.266821968359777
TMED6|ENSG00000157315.5|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TERF2|ENSG00000132604.11|chr16	266	449	381	418	309	448	0.57853351486939	0.821159283151748	9090	-0.113865664243066	0.204968335711479	369.719585399228	-0.55552807143513
CYB5B|ENSG00000103018.18|chr16	1401	1618	1171	1793	1317	1678	0.868848179422075	0.961085259548052	12576	-0.0197288622254937	0.119480723101858	1461.62526154615	-0.165121717657122
NQO1|ENSG00000181019.13|chr16	207	241	133	192	236	256	0.817129747298807	0.940223907023014	11903	0.0632711453648333	0.273618903518014	207.255613809458	0.231238209609548
NOB1|ENSG00000141101.13|chr16	2228	2574	2215	2836	2438	2883	0.943458222836841	0.984387221104304	13433	0.00796771048415646	0.112341488724184	2484.99637690847	0.0709240243710714
WWP2|ENSG00000198373.13|chr16	164	279	240	283	117	283	0.373606169797761	0.687601724894597	6449	-0.252888348872113	0.284227637053328	220.06696579144	-0.889738772393426
CLEC18A|ENSG00000157322.18|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PDPR|ENSG00000090857.14|chr16	510	473	376	715	631	717	0.0263457274596032	0.182165117890182	1220	0.393137690027669	0.177003156630398	556.209019181421	2.22107728196387
CLEC18C|ENSG00000157335.21|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
EXOSC6|ENSG00000223496.3|chr16	2558	3581	3040	3717	2937	3811	0.84430411288595	0.949968260870481	12197	-0.022249533760551	0.113292003336158	3204.13979396284	-0.196391034718776
AARS1|ENSG00000090861.17|chr16	1141	1533	1021	1600	724	1358	0.153177600434606	0.453173823788901	3485	-0.243252013355676	0.170297193624453	1189.54716645909	-1.42839707559778
DDX19B|ENSG00000157349.17|chr16	286	430	245	462	268	433	0.764691640366934	0.918476960916707	11275	0.0624115770580859	0.208507330027715	340.398510918442	0.299325577905536
ENSG00000260537|ENSG00000260537.2|chr16	67	40	58	47	43	56	0.366447698326845	1	6321	-0.420778326389367	0.46590218960659	52.1833587411701	-0.903147346752489
DDX19A|ENSG00000168872.17|chr16	801	1274	997	1138	1069	1100	0.611055184463566	0.843594029331563	9481	-0.0806074986898427	0.158499012842851	1046.31907604537	-0.508567827925614
ST3GAL2|ENSG00000157350.13|chr16	561	444	351	709	461	479	0.796542225584146	0.934034443464357	11674	0.0557546333148494	0.216250189455324	490.702389297388	0.25782466806286
FCSK|ENSG00000157353.17|chr16	51	49	27	67	39	35	0.905804593127406	1	13020	-0.0599613412647038	0.506721215190983	43.5747995655313	-0.118332012686906
COG4|ENSG00000103051.21|chr16	358	375	275	331	226	282	0.0174845895157048	0.145484147611736	1000	-0.483013690502784	0.20325814479972	304.372655996536	-2.37635589451395
SF3B3|ENSG00000189091.13|chr16	1394	1821	1314	1511	976	1521	0.00148098646648211	0.0321042789938062	337	-0.39745233293522	0.125048570993239	1395.05734313821	-3.17838364547731
IL34|ENSG00000157368.12|chr16	1	0	0	0	0	0	0.773946551284644	1	11409	-1.17197914228186	4.0804728567969	0.186836190087818	-0.287216502452572
MTSS2|ENSG00000132613.16|chr16	192	217	190	214	227	266	0.875020175301599	0.964278086160124	12639	0.0379076156370738	0.241012146275014	214.670416204395	0.157285083855559
VAC14|ENSG00000103043.15|chr16	166	165	139	127	76	151	0.0263945106124576	1	1222	-0.652948645299247	0.294073656923566	135.892303972371	-2.22035748502613
HYDIN|ENSG00000157423.18|chr16	0	0	0	0	6	0	0.371420362133022	1	6398.5	3.49872999740685	3.91437399614729	1.11230974406917	0.893815971813236
CMTR2|ENSG00000180917.18|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CALB2|ENSG00000172137.19|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TLE7|ENSG00000260734.6|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF23|ENSG00000167377.19|chr16	149	229	153	202	178	250	0.842416353293768	0.948740805372235	12177	0.0495576630329374	0.249279462659987	188.271404792227	0.198803633897965
ZNF19|ENSG00000157429.16|chr16	19	32	8	15	19	12	0.551191380230201	1	8767	-0.472076023188168	0.792106000643255	17.2363469680083	-0.595975819908956
CHST4|ENSG00000140835.10|chr16	0	2	0	0	3	3	0.59675087136455	1	9318	1.62933977871245	3.07957935968714	1.28123324718551	0.529078678744612
TAT|ENSG00000198650.11|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MARVELD3|ENSG00000140832.11|chr16	135	166	112	170	121	113	0.431329560111453	1	7211	-0.231805433381431	0.294573611967403	133.899016762696	-0.786918528897566
PHLPP2|ENSG00000040199.18|chr16	81	110	86	98	76	90	0.407581294309144	1	6881	-0.276030634286439	0.333306919916736	88.7815733531455	-0.828157526268567
AP1G1|ENSG00000166747.13|chr16	307	448	188	453	368	369	0.490814260427279	0.768479813234328	7998	0.165609780789758	0.240357533427912	344.26514145263	0.689014313085503
ATXN1L|ENSG00000224470.9|chr16	69	91	103	137	141	171	0.0852143038989874	1	2442	0.560045472973108	0.325380579448739	115.742569932566	1.72120128964654
IST1|ENSG00000182149.21|chr16	245	348	203	311	191	413	0.929750853210133	0.982326331756499	13262	-0.0214085004550994	0.242841551842456	274.287960028723	-0.088158308545929
ZNF821|ENSG00000102984.15|chr16	41	39	40	50	37	64	0.847192210207088	1	12228	0.0912615814949041	0.473588715781835	44.0886523853326	0.192702187475567
DHODH|ENSG00000102967.12|chr16	212	282	125	220	162	309	0.873552635302893	0.963422081838686	12627	-0.0447394786274628	0.281119514002554	210.4259485015	-0.159147538320859
TXNL4B|ENSG00000140830.9|chr16	199	237	154	259	153	224	0.641943653762657	0.861765874576473	9852	-0.112875448748543	0.242751792123774	198.561450500013	-0.464982967833212
HP|ENSG00000257017.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HPR|ENSG00000261701.9|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DHX38|ENSG00000140829.12|chr16	600	585	631	728	525	556	0.194960332840231	0.509855388432655	4090	-0.233778722457282	0.180378695350572	599.259726763072	-1.29604398126356
PMFBP1|ENSG00000118557.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZFHX3|ENSG00000140836.17|chr16	223	300	213	400	336	278	0.229349934900653	0.551008410862304	4557	0.27625295944671	0.229821045007252	284.974688073488	1.20203508533343
PSMD7|ENSG00000103035.11|chr16	1290	1740	1296	1645	1099	1650	0.106892594048705	0.37506489593481	2772	-0.196529303579375	0.12189233854613	1419.12111750367	-1.61231875541545
NPIPB15|ENSG00000196436.9|chr16	0	0	0	8	0	0	0.372448945099877	1	6415	3.49843670898542	3.92247376061221	1.09802607736589	0.891895503321198
CLEC18B|ENSG00000140839.13|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GLG1|ENSG00000090863.12|chr16	814	923	771	894	568	1031	0.1161195873666	0.391220900176837	2931	-0.245737307755344	0.15639391438111	815.326263668068	-1.57127154677206
RFWD3|ENSG00000168411.14|chr16	366	483	324	619	397	547	0.250964879320525	0.570520717171098	4838	0.199824909099067	0.174062156400105	440.263144519325	1.14800892527002
MLKL|ENSG00000168404.13|chr16	38	60	17	70	53	57	0.339328726044232	1	5983	0.48266525971966	0.505148171660111	46.9645036270975	0.955492441224593
FA2H|ENSG00000103089.9|chr16	49	57	70	68	56	67	0.792498580173648	1	11624	-0.109326765824255	0.415584518778903	60.5783251867312	-0.263067464941874
WDR59|ENSG00000103091.15|chr16	73	63	31	116	110	87	0.0803373264913995	1	2356	0.726590180724731	0.415495404727493	77.7808645684718	1.74873216997736
LDHD|ENSG00000166816.15|chr16	1	0	5	0	0	1	0.367182834043769	1	6330	-2.81163049102489	3.11792656917609	1.30164509465667	-0.901762895515481
ZFP1|ENSG00000184517.12|chr16	0	1	1	6	0	0	0.6975042070304	1	10498	1.25720108748519	3.23444266455241	1.17031511793393	0.388691721533165
CTRB2|ENSG00000168928.13|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CTRB1|ENSG00000168925.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
BCAR1|ENSG00000050820.17|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CFDP1|ENSG00000153774.9|chr16	737	907	676	962	432	798	0.0723918211985937	0.305334652199865	2198	-0.326887422286938	0.181943134300655	731.399908519559	-1.79664609793282
TMEM170A|ENSG00000166822.13|chr16	321	433	398	531	386	481	0.739057458475921	0.907300419403189	11013	0.0607086675410175	0.182252608161414	415.295800304305	0.333101776448928
CHST6|ENSG00000183196.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CHST5|ENSG00000135702.15|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TMEM231|ENSG00000205084.12|chr16	16	71	45	105	62	67	0.200472065071063	1	4184	0.643024224225531	0.502281134798194	57.858276229358	1.28020779534928
