rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
FKBP10|ENSG00000141756.19|chr17	40	70	21	65	45	56	0.594967963344071	0.78650371833209	10129	0.242208836284964	0.45557891614232	49.2030224134512	0.531650670614658
NT5C3B|ENSG00000141698.17|chr17	2094	1734	1636	1800	1623	1557	0.00461076525675183	0.0300210158506959	1649	-0.22157985358706	0.0782127585278892	1729.58172703561	-2.83303974642512
KLHL10|ENSG00000161594.7|chr17	0	7	11	0	7	4	0.57184582116053	1	9892	-0.83640769809902	1.47948998066867	4.97820699326121	-0.565335155376314
KLHL11|ENSG00000178502.6|chr17	551	561	504	568	600	521	0.80650246889544	0.911253109732767	12490	-0.0295405029458052	0.120602749491849	547.583931629847	-0.24494054298324
ACLY|ENSG00000131473.17|chr17	4675	4257	4618	4359	4630	3967	0.00746358987471691	0.0431315644124607	1865	-0.15745863302484	0.0588538210511383	4395.84102027287	-2.67541903333726
ODAD4|ENSG00000204815.10|chr17	20	0	10	20	6	24	0.464085645680848	1	8597	0.704779267736344	0.962634535968117	13.0468417396972	0.732135864030217
CNP|ENSG00000173786.17|chr17	1212	1140	1122	1100	1132	1151	0.151816810388153	0.361349163392138	4914	-0.127382434890185	0.0888832333235409	1138.13509204783	-1.43314357643251
DNAJC7|ENSG00000168259.17|chr17	683	531	559	665	508	543	0.292352285964047	0.537041833660599	6678	-0.134888623993544	0.128102355808769	577.062405460363	-1.05297535819642
NKIRAS2|ENSG00000168256.18|chr17	1177	1137	1111	1047	1376	1062	0.530849369791144	0.742319677450646	9378	-0.0671833241269885	0.107200025126223	1145.42328195841	-0.626709966232594
ZNF385C|ENSG00000187595.18|chr17	4	0	13	6	0	1	0.393225193959301	1	7817	-1.41055559200969	1.652124097282	4.02863290245941	-0.853783074970136
C17orf113|ENSG00000267221.3|chr17	18	19	11	32	62	30	0.0191029027659613	0.0866534601779565	2411	1.2758971396917	0.544436954255244	28.0252859489488	2.34351678320044
DHX58|ENSG00000108771.13|chr17	5	0	7	0	5	9	0.905580476788054	1	13506	0.182072681609841	1.53499023937917	4.3462120016879	0.118614879064951
KAT2A|ENSG00000108773.11|chr17	830	787	755	813	891	786	0.833869877776323	0.92707194782823	12844	-0.0210576264221191	0.100398269113309	805.339341992129	-0.209740930875547
HSPB9|ENSG00000260325.2|chr17	2	12	9	2	15	2	0.717600473274594	1	11548	-0.415077572709951	1.14767709666801	7.07014439844571	-0.361667557813103
RAB5C|ENSG00000108774.15|chr17	1977	1433	1538	1653	1226	1511	0.0183862655331723	0.0845592498695463	2377	-0.25506899206623	0.108183402879379	1546.66939519142	-2.35774606157123
HCRT|ENSG00000161610.1|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GHDC|ENSG00000167925.16|chr17	72	87	48	63	38	62	0.250911240234247	0.491743298844866	6175	-0.433585737390045	0.377642242472727	61.6880303911444	-1.14813886961112
STAT5B|ENSG00000173757.11|chr17	171	143	181	222	250	183	0.13023130795005	0.327729702226569	4609	0.309538998518243	0.204560512200548	189.497499515238	1.51319037671736
STAT5A|ENSG00000126561.18|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
STAT3|ENSG00000168610.16|chr17	695	500	532	618	554	548	0.468078162804562	0.696590316223208	8639	-0.0903200911315389	0.124474782203994	569.522459591501	-0.725609553455728
CAVIN1|ENSG00000177469.13|chr17	457	390	455	306	434	272	0.00719657408006057	0.0420475329942612	1844	-0.45750085151299	0.170226009341845	384.557954675547	-2.6876083935813
ATP6V0A1|ENSG00000033627.17|chr17	719	656	659	522	534	513	2.93893367753403e-05	0.000502657364201175	620	-0.464302435375706	0.111126393473258	599.694318955434	-4.17814725074686
NAGLU|ENSG00000108784.10|chr17	380	287	356	357	408	433	0.362250665476009	0.60481750439907	7510	0.14490819800619	0.159050166584497	367.502838181344	0.911084855288137
HSD17B1|ENSG00000108786.11|chr17	44	25	32	5	35	24	0.243112562936	0.482714310540779	6087	-0.724766747040852	0.620922316872426	27.4751000479502	-1.16724222555164
COASY|ENSG00000068120.15|chr17	1187	990	765	1091	1048	1011	0.899348858781198	0.95933565419814	13445	0.0145369914445509	0.114931517210987	1005.90877697768	0.126483942762753
MLX|ENSG00000108788.12|chr17	922	838	820	1175	1146	1045	0.000905787234055047	0.00864704188182217	1115	0.292540552328551	0.088160714008097	980.676655118408	3.31826432691645
PSMC3IP|ENSG00000131470.15|chr17	381	351	336	491	461	419	0.044513312623651	0.158035694415357	3137	0.26843386117559	0.133600719357139	402.266369237769	2.0092246693524
RETREG3|ENSG00000141699.11|chr17	149	151	96	163	105	102	0.479942714275345	0.703468574834982	8808	-0.19292387756028	0.273110595023964	126.640153852523	-0.706394702641809
TUBG1|ENSG00000131462.9|chr17	2341	2156	1838	2176	2369	1985	0.564281115950449	0.766787854520268	9781	-0.0461147151232144	0.0799916225803213	2128.40606471587	-0.576494308224709
TUBG2|ENSG00000037042.9|chr17	155	138	119	146	188	96	0.894780040768245	0.957842570155963	13396	-0.0344025817379541	0.260116746177781	138.82023064858	-0.132258234979001
PLEKHH3|ENSG00000068137.15|chr17	186	110	182	205	252	250	0.0326971666616319	0.127442849009316	2842	0.484333138861973	0.226770841971584	195.205671334607	2.13578224894832
CCR10|ENSG00000184451.5|chr17	20	4	0	12	0	8	0.834663989056516	1	12854	-0.284309114395683	1.36213187110575	7.09778895922664	-0.208723634199153
CNTNAP1|ENSG00000108797.12|chr17	51	50	28	35	66	44	0.845608608350713	0.932918744530974	12941	0.083998359011991	0.43137020064572	45.2686267404353	0.194724528690794
EZH1|ENSG00000108799.13|chr17	98	65	82	51	77	36	0.0600251549813242	0.192688391688077	3497	-0.670183913103715	0.35636540477411	67.8046431464476	-1.88060879121677
RAMP2|ENSG00000131477.11|chr17	3	4	9	11	10	2	0.721574066184202	1	11592	0.390103965068618	1.09470332080173	6.40064787750481	0.356355879858768
VPS25|ENSG00000131475.7|chr17	929	772	782	868	834	808	0.454314059381795	0.685216032279242	8501	-0.0722041852406296	0.0964984088859403	826.355962086378	-0.748242236055663
WNK4|ENSG00000126562.17|chr17	39	14	21	33	48	25	0.404082590263145	0.643118217545989	7941	0.444667569731088	0.532949530095399	29.3259814001573	0.83435211895485
COA3|ENSG00000183978.8|chr17	1398	1145	1044	1176	1003	922	0.00286394460359551	0.0205842372832761	1489	-0.298779728961297	0.100195216243073	1107.30507519684	-2.98197598811962
CNTD1|ENSG00000176563.10|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
BECN1|ENSG00000126581.13|chr17	1208	969	1073	1024	997	897	0.00676351519841326	0.0402146106443711	1810	-0.244714617976131	0.0903583088136736	1022.1879907295	-2.70826912531921
PSME3|ENSG00000131467.12|chr17	2953	2581	2281	2636	2731	2488	0.258542218794866	0.500308256329967	6265	-0.080131601581326	0.0709227507792331	2593.23663674994	-1.12984339582031
AOC2|ENSG00000131480.9|chr17	13	43	27	28	21	25	0.622662921719983	1	10472	-0.28350879424949	0.576143922553367	26.393523041946	-0.492079814003815
AOC3|ENSG00000131471.7|chr17	22	16	15	0	3	11	0.0418696964426541	1	3078	-1.96126534595612	0.963855343774309	11.3365824905975	-2.03481296091186
G6PC1|ENSG00000131482.10|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
AARSD1|ENSG00000266967.7|chr17	499	421	474	530	477	495	0.884495363856877	0.953191410540794	13305.5	0.0183669687880341	0.126430747485258	479.309102139851	0.14527295893885
PTGES3L-AARSD1|ENSG00000108825.18|chr17	499	421	474	530	477	495	0.884495363856877	0.953191410540794	13305.5	0.0183669687880341	0.126430747485258	479.309102139851	0.14527295893885
PTGES3L|ENSG00000267060.7|chr17	16	19	29	51	9	9	0.97306877265697	1	14141	-0.0240869614494308	0.713482694460974	21.8840249350649	-0.0337596996205047
RUNDC1|ENSG00000198863.8|chr17	494	394	499	581	556	535	0.163228311749168	0.378056910192176	5079	0.179674117272201	0.128863705134504	505.265667913618	1.39429575678165
RPL27|ENSG00000131469.15|chr17	13689	11838	10419	11804	11395	10386	0.000897256160609305	0.0085962803734829	1111	-0.186082400371043	0.0560336175642451	11512.6536505568	-3.32090642117995
IFI35|ENSG00000068079.8|chr17	17	8	15	22	22	28	0.216501224242053	1	5779	0.773924727023291	0.626210834162809	18.399583667291	1.23588523992556
VAT1|ENSG00000108828.16|chr17	865	760	729	905	960	755	0.544393733420469	0.751532799038161	9580	0.0628169275076931	0.10362712990168	821.355780532856	0.606182257168494
RND2|ENSG00000108830.10|chr17	489	506	427	329	482	413	0.0587616785398858	0.190305870511401	3466	-0.305055599152007	0.161407453267693	440.429844039974	-1.88997219754204
BRCA1|ENSG00000012048.24|chr17	771	665	702	1086	984	903	7.89409479516621e-05	0.00117710959994964	713	0.384060304094964	0.0972897487177014	841.545950703066	3.94759272335427
NBR1|ENSG00000188554.15|chr17	804	654	642	743	666	592	0.15364420477684	0.363106274585338	4953	-0.15919520549942	0.111576801433954	678.232487681394	-1.42677692363904
TMEM106A|ENSG00000184988.8|chr17	1	1	0	0	0	0	0.63272446129397	1	10564	-1.93048352246092	4.03955011863798	0.337212555456842	-0.477895672974549
CCDC200|ENSG00000236383.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ARL4D|ENSG00000175906.5|chr17	90	66	95	73	78	48	0.183455729035195	0.405733403654817	5345	-0.431192594287901	0.324158687402113	74.6013221506682	-1.33018984542288
DHX8|ENSG00000067596.12|chr17	83	47	96	110	48	56	0.647957285420147	0.821435225222779	10756	-0.176058732254061	0.385584840841846	72.6031249392719	-0.456601799670528
ETV4|ENSG00000175832.13|chr17	79	86	97	78	82	98	0.702616374605137	0.85246385032599	11411	-0.113390544190138	0.296996356741294	86.6556390099073	-0.381791027453275
MEOX1|ENSG00000005102.14|chr17	0	9	0	18	18	0	0.553969171887855	1	9664	1.81202474025134	3.06176843067389	7.2345886718127	0.591822922366637
SOST|ENSG00000167941.3|chr17	4	6	4	0	9	19	0.432726437276743	1	8269	0.941675046854575	1.20029753095371	7.05529832326131	0.784534686250961
DUSP3|ENSG00000108861.9|chr17	1073	1025	935	1184	1173	1223	0.102632405280032	0.278643165011998	4215	0.150662315351923	0.0923049523691619	1094.16332986733	1.6322235317274
CFAP97D1|ENSG00000231256.8|chr17	1	0	0	0	0	0	0.796339065306535	1	12334.5	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
MPP3|ENSG00000161647.19|chr17	48	67	61	48	56	46	0.366324174389874	0.609078345138414	7544	-0.332572530675882	0.368142395855215	54.4245454173287	-0.903380144259935
CD300LG|ENSG00000161649.14|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MPP2|ENSG00000108852.16|chr17	335	277	270	257	319	264	0.345715179937132	0.588438361735436	7311	-0.157038847803349	0.166542956565047	285.217539989695	-0.942932988835313
PPY|ENSG00000108849.8|chr17	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
PYY|ENSG00000131096.11|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
NAGS|ENSG00000161653.11|chr17	3	17	12	26	10	37	0.158349153832099	1	5022	1.08195013356774	0.766989364721421	17.4990201563166	1.41064554912142
TMEM101|ENSG00000091947.10|chr17	552	509	544	692	512	651	0.381656720955755	0.621876670419268	7711	0.118894620700527	0.135903204820612	572.796393366263	0.874847806992221
LSM12|ENSG00000161654.10|chr17	43	56	39	25	50	16	0.148818830465093	0.356942672889429	4853	-0.708046239800962	0.490433129130272	38.1941450612873	-1.4437161719817
G6PC3|ENSG00000141349.10|chr17	967	803	694	728	789	735	0.0577086270968242	0.188161760109048	3443	-0.214211930909379	0.112867586194797	781.252506104695	-1.89790477613008
HDAC5|ENSG00000108840.16|chr17	235	196	184	221	206	199	0.738371713019139	0.870730901576488	11760	-0.0619115240566623	0.185358074442681	205.243092540678	-0.334010397134372
HROB|ENSG00000125319.15|chr17	163	115	56	193	236	180	0.00649757942313957	0.0390186462579573	1793	0.791944407930103	0.29098979703262	153.937054416018	2.72155386891907
ASB16|ENSG00000161664.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TMUB2|ENSG00000168591.16|chr17	158	135	190	149	173	153	0.605699763704926	0.792748596655217	10245	-0.116564849802173	0.225803972393684	159.056225165562	-0.516221431210895
ATXN7L3|ENSG00000087152.16|chr17	400	375	423	436	412	451	0.851888415398299	0.936174253271272	13002	0.0262863578688526	0.140787476519796	414.113919419676	0.186709489498922
UBTF|ENSG00000108312.15|chr17	1004	862	904	899	781	898	0.0647118061140366	0.202334285684969	3594	-0.190692727068838	0.103230944093147	887.539721436313	-1.84724385448584
SLC4A1|ENSG00000004939.16|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RUNDC3A|ENSG00000108309.14|chr17	18	4	9	1	0	7	0.116444021767647	1	4413	-1.9666459115239	1.25273985519078	6.50174378657746	-1.56987574345545
SLC25A39|ENSG00000013306.16|chr17	2540	2110	2081	2029	2363	2244	0.195742632866125	0.419745246412314	5542	-0.10496743506248	0.0811325876032437	2214.94000498181	-1.29377649799355
GRN|ENSG00000030582.18|chr17	1249	1101	1030	1074	1074	872	0.00654233693432028	0.0392206801379665	1796	-0.2540654401707	0.0934309992839592	1060.32675437987	-2.7192842002956
FAM171A2|ENSG00000161682.15|chr17	37	53	37	46	47	29	0.699717149722809	0.850896561465125	11381	-0.165197046343564	0.428301933472672	41.3257960464482	-0.385702312861738
ITGA2B|ENSG00000005961.19|chr17	0	0	5	5	20	1	0.153590519864983	1	4950	2.23156816065184	1.56385830866296	4.98873713022706	1.42696313872562
GPATCH8|ENSG00000186566.13|chr17	288	264	254	325	405	267	0.220206941393109	0.452246535117137	5826	0.212587994399739	0.17340277603644	297.2269270291	1.2259780336796
FZD2|ENSG00000180340.7|chr17	209	154	145	158	192	137	0.508637852340788	0.725849106505213	9119	-0.146616608701707	0.221823664620879	164.274581190107	-0.660960177320532
MEIOC|ENSG00000180336.18|chr17	0	8	8	9	5	2	0.901259589164717	1	13462	-0.160873620400885	1.29663247681388	5.36199403008413	-0.124070330859048
CCDC43|ENSG00000180329.14|chr17	1172	979	1011	1049	1098	1074	0.504958104602235	0.723390015138668	9080	-0.0599802251033779	0.0899646408952781	1057.12892778357	-0.666708881472633
DBF4B|ENSG00000161692.18|chr17	32	22	26	44	28	19	0.864258830174876	0.94319227245247	13110	0.0884533314580372	0.517405875208213	28.0464791831426	0.170955405990398
ADAM11|ENSG00000073670.14|chr17	63	27	35	55	64	36	0.589797298859676	0.7830679712851	10081	0.232213540180301	0.430719175274308	45.7230840366841	0.53912979386723
GJC1|ENSG00000182963.11|chr17	641	574	682	762	742	558	0.856716772884608	0.93892965574838	13046	0.0227798134550827	0.126165413492469	654.346316080495	0.18055513650294
HIGD1B|ENSG00000131097.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EFTUD2|ENSG00000108883.13|chr17	1500	1250	1400	1479	1362	1407	0.505081608756497	0.723390015138668	9082	-0.0548336602226523	0.0822691350136949	1390.91594954902	-0.66651557979216
CCDC103|ENSG00000167131.17|chr17	42	28	32	56	99	40	0.0498947872646428	0.170633202204947	3270	0.843399114420884	0.430115875655328	48.4063115009024	1.96086487887915
FAM187A|ENSG00000214447.5|chr17	22	20	25	31	30	12	0.979070151138085	1	14204	0.0150721450883179	0.574512152733277	23.0473179474102	0.0262346845347157
GFAP|ENSG00000131095.14|chr17	5	7	0	0	0	1	0.111652278417038	1	4344	-3.56570802713144	2.24144140178645	2.21249654057811	-1.59081028140621
KIF18B|ENSG00000186185.14|chr17	437	418	435	428	423	442	0.515993080991709	0.731888899847163	9183	-0.0870145008793425	0.133964442432864	428.761165079334	-0.649534304022124
NMT1|ENSG00000136448.13|chr17	488	444	391	469	465	478	0.958154426928447	0.98264989972321	14009	0.00692010697761882	0.131887644699448	452.798097601708	0.052469713849153
C1QL1|ENSG00000131094.4|chr17	13	21	4	10	4	0	0.151764063734817	1	4912	-1.57037729411626	1.09561598169797	8.69639250282914	-1.43332821020236
DCAKD|ENSG00000172992.13|chr17	268	220	239	297	211	265	0.99631443338589	0.998349556951533	14397	0.000853673627738731	0.184810276586865	248.199911824839	0.00461918916796536
PLCD3|ENSG00000161714.12|chr17	201	163	161	159	203	193	0.98948441457085	0.996544092186224	14316	-0.00275868353453367	0.209312861646585	178.821151248404	-0.0131797134339102
ACBD4|ENSG00000181513.15|chr17	30	13	27	27	29	30	0.681247246805097	1	11188	0.220393488205486	0.536548232640801	25.6944346669309	0.410761744793653
HEXIM1|ENSG00000186834.4|chr17	1034	871	966	881	813	653	0.000285680805064545	0.00350058180928049	870	-0.38471534144742	0.106042080028561	865.633576565241	-3.6279497850646
HEXIM2|ENSG00000168517.11|chr17	50	40	61	60	81	52	0.483744098352639	0.706883837516137	8844	0.258017671608218	0.368442248592029	56.747089797286	0.700293390875261
SPATA32|ENSG00000184361.13|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MAP3K14|ENSG00000006062.18|chr17	52	36	32	41	66	31	0.793198432982174	0.903109381017056	12244	0.114544380782664	0.43692620873545	42.3596546110638	0.262159555761551
ARHGAP27|ENSG00000159314.12|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLEKHM1|ENSG00000225190.12|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
LINC02210-CRHR1|ENSG00000263715.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CRHR1|ENSG00000120088.15|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SPPL2C|ENSG00000185294.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MAPT|ENSG00000186868.17|chr17	0	0	3	0	0	0	0.518628585230014	1	9236.5	-2.57675992161464	3.99212430414498	0.53014439774689	-0.645460843726538
STH|ENSG00000256762.1|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KANSL1|ENSG00000120071.15|chr17	0	0	13	0	0	6	0.75575936331534	1	11884	-1.17874374619291	3.78951151411642	3.31386778372116	-0.31105427224642
ARL17B|ENSG00000228696.10|chr17	4	9	3	15	28	31	0.00630550976988066	1	1774	2.11965988185068	0.776018222166416	14.7699331029444	2.73145632577185
LRRC37A|ENSG00000176681.14|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
LRRC37A2|ENSG00000238083.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ARL17A|ENSG00000185829.18|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
NSF|ENSG00000073969.18|chr17	5	0	0	0	0	0	0.398892369269816	1	7884.5	-3.16994802445522	3.75763872047812	0.793551449668042	-0.843601064461001
WNT9B|ENSG00000158955.11|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GOSR2|ENSG00000108433.17|chr17	532	295	402	676	563	526	0.00642566021890541	0.0387185342843208	1785	0.440040016954609	0.16146891433375	490.744457677938	2.7252305421777
RPRML|ENSG00000179673.5|chr17	496	312	461	419	434	527	0.801080193219569	0.907839435411644	12448	0.0431861558434237	0.171408067785614	438.549042888609	0.251949376720343
CDC27|ENSG00000004897.12|chr17	817	543	752	950	763	766	0.27129266926798	0.515836115219128	6402	0.143699060858831	0.13062475665388	756.72660447498	1.10009055358162
ITGB3|ENSG00000259207.10|chr17	16	0	13	0	4	1	0.0809806301220335	1	3856	-2.59454416057968	1.48682404206316	5.63872135506182	-1.74502435202717
EFCAB13|ENSG00000178852.16|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
NPEPPS|ENSG00000141279.18|chr17	2975	2309	2654	2704	2784	2634	0.441637890255416	0.673817602555713	8356	-0.0535768759665595	0.0696318744113048	2657.71614462094	-0.769430327985846
KPNB1|ENSG00000108424.11|chr17	17141	15004	16664	18228	16669	16128	0.551179982192393	0.756167224500566	9647	-0.0275575778236926	0.0462380989403692	16528.818763298	-0.595992881524652
TBKBP1|ENSG00000198933.10|chr17	9	19	18	25	36	28	0.151013865384631	1	4897	0.843703847217552	0.587554068232329	22.3013285541856	1.43595950200099
TBX21|ENSG00000073861.3|chr17	4	1	3	5	5	5	0.528756850131657	1	9364	0.836179572700609	1.32746968731053	3.75398628482609	0.629904833755351
OSBPL7|ENSG00000006025.12|chr17	35	23	28	51	56	79	0.0131178933754079	0.0661329224597352	2155	1.04010736247936	0.419304711422818	44.7303233142397	2.48055252932881
MRPL10|ENSG00000159111.13|chr17	828	672	743	895	830	841	0.292143092710564	0.536778709220192	6675	0.10621461647737	0.100827226711629	794.71446419166	1.05343189475149
LRRC46|ENSG00000141294.10|chr17	6	8	3	8	3	6	0.932655298569351	1	13753	-0.0931740319691332	1.10259211159655	5.63756946890382	-0.0845045334436662
SCRN2|ENSG00000141295.14|chr17	148	105	140	140	141	113	0.718240149003613	0.860668755800934	11556	-0.0864582480500372	0.239621460806385	130.0494591187	-0.360811789391001
SP6|ENSG00000189120.5|chr17	2	1	0	17	21	0	0.0180437101004944	1	2358	3.56417776336043	1.50723039511882	6.44395576101731	2.36471993591893
SP2|ENSG00000167182.16|chr17	316	315	249	366	354	374	0.154660587600505	0.364837709653865	4966	0.22579658599995	0.158647380548239	326.288666254226	1.423260725892
PNPO|ENSG00000108439.11|chr17	795	685	786	798	703	668	0.146822298337689	0.35413260438704	4824	-0.155536176297278	0.10720366149281	735.011235430915	-1.45084761221247
PRR15L|ENSG00000167183.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CDK5RAP3|ENSG00000108465.15|chr17	456	389	376	387	432	433	0.727883162303708	0.865562062148641	11655	-0.0487877006336476	0.140217600530992	409.737508447693	-0.3479427721548
COPZ2|ENSG00000005243.10|chr17	1	0	0	2	0	3	0.464375934547614	1	8601	2.14924861390018	2.93749519979764	0.976021360089597	0.731660298218784
NFE2L1|ENSG00000082641.16|chr17	540	545	564	667	654	556	0.447258389421296	0.678384608711069	8446	0.0904834194182534	0.11905812789679	583.352224023922	0.759993635182068
CBX1|ENSG00000108468.15|chr17	825	844	899	703	813	773	0.0242574489614115	0.102520404053678	2601	-0.258404093008684	0.114691966530095	808.632100886185	-2.25302696279847
SNX11|ENSG00000002919.15|chr17	222	156	209	284	250	254	0.07165881600552	0.218014998286672	3707	0.337670006727472	0.187461180449445	226.469468198017	1.80127963516445
HOXB1|ENSG00000120094.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HOXB2|ENSG00000173917.11|chr17	490	417	544	706	610	563	0.0374543364471584	0.139869156954521	2975	0.277970910843914	0.13358996732821	549.287097932546	2.08077684577152
HOXB3|ENSG00000120093.12|chr17	348	310	377	521	376	395	0.158238968576426	0.369981439999696	5020	0.224435459942852	0.159059117317473	384.081196840129	1.41101914639002
HOXB4|ENSG00000182742.6|chr17	149	179	164	226	165	213	0.361407782912879	0.603846085408435	7504	0.200297634475314	0.219459557029902	181.685231082701	0.912685859691328
HOXB5|ENSG00000120075.6|chr17	626	475	487	523	488	495	0.200977723794857	0.426745118695578	5612	-0.161025621230636	0.125922175699385	512.059888390472	-1.278770957826
HOXB6|ENSG00000108511.10|chr17	791	747	780	1271	1038	1071	7.99970113774696e-06	0.000172139910457982	492	0.450759280833578	0.100949587282716	938.730443438539	4.46519191377371
HOXB7|ENSG00000260027.5|chr17	342	244	222	356	264	292	0.616198154671341	0.799773853255862	10341	0.0920514491101559	0.183645332630704	283.297569842367	0.501245786056887
HOXB8|ENSG00000120068.7|chr17	21	39	38	58	58	56	0.0956762244829379	0.265789606035388	4104	0.704299962320235	0.422701694690461	44.6325905081073	1.66618674863838
HOXB9|ENSG00000170689.10|chr17	228	191	220	316	217	331	0.0828963209350399	0.241279663354648	3888	0.3502562715542	0.201978948061201	248.384357357811	1.73412266434851
PRAC1|ENSG00000159182.5|chr17	0	0	0	0	3	0	0.559565301256222	1	9719.5	2.33150829867172	3.99581667367999	0.474476320230094	0.583487304117107
PRAC2|ENSG00000229637.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HOXB13|ENSG00000159184.8|chr17	137	136	92	77	84	63	0.00503944125046406	0.0320821193738202	1689	-0.795914620748806	0.283798937884028	98.1341578374264	-2.80450175988344
TTLL6|ENSG00000170703.16|chr17	0	1	0	0	0	3	0.691340253766895	1	11294	1.45884906065048	3.6743413008375	0.686789962265551	0.397036894835535
