rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ALOX12B|ENSG00000179477.11|chr17	0	13	20	2	8	9	0.454146513396529	1	6384	-0.966315417608088	1.29096791631973	8.89381451461795	-0.748520087441708
ALOXE3|ENSG00000179148.10|chr17	1	5	0	0	0	0	0.349537720179034	1	5092	-3.49707364569506	3.73824127502489	0.946420031289868	-0.935486339273746
HES7|ENSG00000179111.9|chr17	0	9	4	2	0	2	0.360061281963419	1	5214	-1.9250856896595	2.10334795843538	2.70210249262829	-0.915248322056763
PER1|ENSG00000179094.16|chr17	160	170	116	215	115	167	0.785016407232056	0.944486883101196	10543	-0.0743071952041195	0.272399350920546	152.603597791706	-0.272787710224
VAMP2|ENSG00000220205.9|chr17	58	114	107	82	54	80	0.114735471679803	1	2134	-0.591082804060423	0.374752680059221	81.5057920005859	-1.57726104578362
TMEM107|ENSG00000179029.15|chr17	103	111	127	217	122	211	0.126659343351216	1	2296	0.436195764816119	0.285578891321261	142.88497119346	1.52740898600038
BORCS6|ENSG00000196544.8|chr17	135	322	153	195	164	204	0.318014393031856	0.712630084490962	4690	-0.281386294108179	0.281795864086952	189.768707830557	-0.998546572072305
AURKB|ENSG00000178999.13|chr17	1214	1892	1334	1771	913	1701	0.0897726196787124	0.439572676124486	1782	-0.248692455218317	0.146582986734713	1425.39178082272	-1.69659836218512
CTC1|ENSG00000178971.17|chr17	0	3	1	19	0	11	0.135195360655917	1	2418	2.64942490702761	1.77346643165903	4.80300543859136	1.49392447453835
PFAS|ENSG00000178921.14|chr17	91	104	50	220	101	87	0.181095865997061	1	3018	0.52218911552486	0.390454327324686	103.681074919275	1.33738847025411
SLC25A35|ENSG00000125434.11|chr17	2	17	4	2	3	1	0.186524639430499	1	3079	-1.98160105840559	1.50015576944773	4.70684894453842	-1.32093019855871
RANGRF|ENSG00000108961.14|chr17	434	463	419	463	363	500	0.197382408001312	0.597427398421048	3243	-0.212198801514945	0.164617049907528	434.129055758194	-1.28904509972779
ARHGEF15|ENSG00000198844.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ODF4|ENSG00000184650.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KRBA2|ENSG00000184619.8|chr17	6	3	11	29	16	32	0.0551602985572999	1	1275	1.64240063521247	0.856482497728751	15.1602162807251	1.91761143930886
RPL26|ENSG00000161970.15|chr17	1888	1868	1614	1983	2266	2058	0.767571460109916	0.938313087780377	10256	0.044173596577402	0.149460822184526	1932.29110631103	0.295553014708195
RNF222|ENSG00000189051.6|chr17	0	1	0	24	103	46	1.70078582856282e-07	1	9	7.23972019909888	1.38443159346816	28.9997331331338	5.22938094829415
NDEL1|ENSG00000166579.16|chr17	279	220	176	331	243	314	0.467556632915509	0.81359166824575	6548	0.168536033359446	0.231996204012399	254.417320081105	0.72646030600759
MYH10|ENSG00000133026.14|chr17	214	202	160	203	172	212	0.436741409065867	0.795822438782471	6193	-0.186557464824534	0.239881240888525	191.367331506241	-0.777707602868493
CCDC42|ENSG00000161973.11|chr17	0	6	0	0	0	0	0.384067072332683	1	5509.5	-3.44511821256752	3.95796320108631	0.91150060944246	-0.870427044804753
MFSD6L|ENSG00000185156.6|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PIK3R6|ENSG00000276231.5|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PIK3R5|ENSG00000141506.15|chr17	2	0	0	7	10	3	0.106304427933418	1	2027	3.14130584139273	1.94504616241148	3.60953960998952	1.61502893972353
NTN1|ENSG00000065320.9|chr17	82	82	86	85	72	168	0.726947847372072	1	9811	0.130274482701293	0.373077883896994	93.1412736328254	0.349188435777826
STX8|ENSG00000170310.15|chr17	43	44	24	21	15	42	0.211769820192132	1	3428	-0.742052306594316	0.594253371346078	30.9559055310524	-1.24871366722489
CFAP52|ENSG00000166596.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
USP43|ENSG00000154914.17|chr17	32	32	13	53	17	59	0.424485367966031	1	6014	0.48849336039753	0.61163827006866	32.0839678227919	0.798663825176757
DHRS7C|ENSG00000184544.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GSG1L2|ENSG00000214978.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GLP2R|ENSG00000065325.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RCVRN|ENSG00000109047.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GAS7|ENSG00000007237.19|chr17	9	38	29	21	13	40	0.712154539270396	1	9648	-0.26227241972766	0.710834665545906	24.0147686098331	-0.368964025588482
MYH13|ENSG00000006788.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYH8|ENSG00000133020.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYH4|ENSG00000264424.1|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYH1|ENSG00000109061.10|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYH2|ENSG00000125414.19|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYH3|ENSG00000109063.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SCO1|ENSG00000133028.12|chr17	307	514	330	577	536	524	0.0763115804837294	0.405703188623286	1598	0.332300437742142	0.187475554861905	451.892830271238	1.77250008934186
ADPRM|ENSG00000170222.12|chr17	92	37	43	51	56	38	0.371937178803564	1	5361	-0.459238876668893	0.514351304600467	53.9068797657534	-0.892850611170542
TMEM220|ENSG00000187824.9|chr17	14	4	8	14	9	16	0.756586422761808	1	10119	0.299393647395726	0.965890301375807	10.6190534586118	0.309966511693173
PIRT|ENSG00000233670.7|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SHISA6|ENSG00000188803.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DNAH9|ENSG00000007174.18|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF18|ENSG00000154957.14|chr17	22	59	25	76	67	51	0.142553351489573	1	2527	0.73080989457018	0.498387568022296	47.9586574343171	1.46634856376973
MAP2K4|ENSG00000065559.15|chr17	172	176	145	246	193	248	0.259433610448777	0.660105700060301	3990	0.26100274701034	0.231440640383136	191.497106007391	1.12773083663382
MYOCD|ENSG00000141052.18|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ARHGAP44|ENSG00000006740.18|chr17	0	0	19	9	5	2	0.723786512415585	1	9775	-0.591114991851593	1.6726382716573	6.14573105792052	-0.353402766077986
ELAC2|ENSG00000006744.19|chr17	152	222	198	140	131	200	0.0627360460600325	0.375548650753229	1383	-0.492776401417919	0.264782996069572	172.294499203954	-1.86105757821564
HS3ST3A1|ENSG00000153976.3|chr17	682	745	482	608	541	661	0.0866826605331762	0.431977140242846	1741	-0.276148833447667	0.161192440330524	611.089374820526	-1.7131624341776
COX10|ENSG00000006695.12|chr17	202	207	179	181	171	269	0.569200908720191	0.862882245721862	7820	-0.141323981297582	0.248272737438121	198.386273372733	-0.56922875526277
CDRT15|ENSG00000223510.7|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HS3ST3B1|ENSG00000125430.9|chr17	76	148	89	200	129	179	0.0898924288667769	1	1784	0.498935043524317	0.294189396438494	130.527031410422	1.69596542079527
PMP22|ENSG00000109099.16|chr17	200	245	173	288	227	249	0.630979253189931	0.887030463674767	8615	0.104240691967404	0.217010324357437	224.875522907292	0.480348998491472
TEKT3|ENSG00000125409.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CDRT4|ENSG00000239704.12|chr17	36	8	6	28	34	23	0.486513948119281	1	6811.5	0.554928828502582	0.797467259338492	22.4864333227427	0.695864089721879
TVP23C|ENSG00000175106.17|chr17	0	0	0	3	2	0	0.448544411399298	1	6322.5	3.00030321280613	3.95899872925363	0.782529693701934	0.757843944388372
FBXW10B|ENSG00000241322.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ENSG00000251537|ENSG00000251537.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM16|ENSG00000221926.13|chr17	164	84	78	90	83	76	0.119404290487385	1	2204	-0.610126565704507	0.391790178649755	97.0139701997519	-1.55727886749794
ZNF286A|ENSG00000187607.16|chr17	45	89	47	79	81	86	0.479653709155035	1	6730	0.279449211694686	0.395339041831335	69.0223985699275	0.706859637237419
TBC1D26|ENSG00000214946.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ADORA2B|ENSG00000170425.4|chr17	135	101	102	104	64	111	0.112355946796852	1	2102	-0.529373443055945	0.333423208230163	102.169151311006	-1.58769224813684
ZSWIM7|ENSG00000214941.8|chr17	76	96	53	170	108	169	0.0138872768868348	1	510	0.777016362488324	0.315838998175664	106.196891605235	2.46016599272571
TTC19|ENSG00000011295.16|chr17	173	265	215	267	220	299	0.784519047320345	0.944428161311027	10537	0.0600032917373292	0.219442820695246	233.8949245465	0.273434745084049
NCOR1|ENSG00000141027.22|chr17	133	99	47	142	74	155	0.667011821579424	1	9097	0.167115497455466	0.388412420851081	104.021042927314	0.43025271202524
PIGL|ENSG00000108474.17|chr17	11	18	20	24	12	3	0.541544217418143	1	7531	-0.548457895967358	0.898405095698877	14.6272183115814	-0.610479502613137
CENPV|ENSG00000166582.11|chr17	1632	2216	1635	2319	955	2145	0.105930347223346	0.471535615388487	2019	-0.268328001613561	0.165966620940803	1756.71404811295	-1.61675884037712
UBB|ENSG00000170315.14|chr17	3927	4406	3146	4128	3486	4375	0.140923943842464	0.52162682553717	2504	-0.142407641636665	0.0967207293396855	3843.28848488531	-1.4723590548674
TRPV2|ENSG00000187688.15|chr17	0	0	8	12	14	0	0.42352647890639	1	6000	1.45792934185213	1.82168717191565	5.80145885222969	0.800318168963664
LRRC75A|ENSG00000181350.12|chr17	29	18	11	12	13	13	0.302100030884348	1	4501	-0.811991850544789	0.78685923873768	16.17885591167	-1.03194041649359
ZNF287|ENSG00000141040.15|chr17	62	71	49	36	70	76	0.715092317970249	1	9671	-0.165378170506188	0.453059137133346	60.5085953975624	-0.365025571612109
ZNF624|ENSG00000197566.10|chr17	11	12	23	13	14	7	0.457329688916755	1	6426	-0.644881493948191	0.867649599889713	13.7229979203514	-0.743251070512984
CCDC144A|ENSG00000170160.19|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNFRSF13B|ENSG00000240505.9|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MPRIP|ENSG00000133030.22|chr17	170	269	138	310	236	185	0.532141549739966	0.84707430551989	7408	0.169637241235692	0.271532433653583	211.797161704573	0.624740252768892
PLD6|ENSG00000179598.6|chr17	293	525	310	463	302	555	0.92872015424189	0.98576647602922	12380	0.018282870523034	0.204380182137874	392.376543939034	0.0894552022206363
FLCN|ENSG00000154803.13|chr17	89	144	123	155	154	146	0.571877556901186	1	7854	0.167229077306817	0.29582961718932	132.798647748418	0.565288489014932
COPS3|ENSG00000141030.13|chr17	755	815	571	703	609	723	0.0622323359871668	0.375548650753229	1375	-0.276156619913191	0.148102099676793	687.057766366334	-1.86463676420426
NT5M|ENSG00000205309.14|chr17	1	12	1	13	13	4	0.412025700364598	1	5837	1.07482282883066	1.31022578985159	6.96067280673809	0.820334050173449
MED9|ENSG00000141026.6|chr17	160	146	117	229	249	284	0.0116965774446688	0.180418635968865	460	0.648723186523406	0.257310507299131	192.344152773341	2.52116865857035
RASD1|ENSG00000108551.5|chr17	0	3	0	3	1	0	0.91248599500259	1	12200.5	0.361693799749959	3.29101589953875	1.0528950410783	0.109903388738004
PEMT|ENSG00000133027.18|chr17	61	81	17	41	7	62	0.236003528558071	1	3723	-0.782819328150262	0.660587403761607	42.6460102949678	-1.18503520305205
RAI1|ENSG00000108557.20|chr17	206	274	235	417	217	355	0.285148925059067	0.678829521053843	4318	0.229376363580792	0.214606273919465	273.220416634028	1.06882412797899
SREBF1|ENSG00000072310.18|chr17	16	30	21	57	27	46	0.196580198368326	1	3227	0.729308131455539	0.56476140602083	30.9272538894866	1.29135617922985
TOM1L2|ENSG00000175662.18|chr17	64	69	88	72	15	76	0.130790827057713	1	2360	-0.750680412305554	0.496813398907545	62.923651810531	-1.51099067367395
DRC3|ENSG00000171962.18|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ATPAF2|ENSG00000171953.16|chr17	61	10	13	20	13	65	0.895256954382023	1	11993	-0.104500318018387	0.793741910478175	29.7316407128761	-0.131655285728119
GID4|ENSG00000141034.10|chr17	47	39	35	72	68	88	0.0996397806478211	1	1929	0.696274246684522	0.422855094471148	56.3717396673218	1.64660247869387
DRG2|ENSG00000108591.10|chr17	21	46	59	72	12	42	0.62011725066014	1	8491	-0.305527486192048	0.616375302630411	40.4138619651926	-0.495684179570783
MYO15A|ENSG00000091536.20|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ALKBH5|ENSG00000091542.9|chr17	735	1015	778	1096	661	1066	0.621552742483284	0.883793817253715	8503	-0.0670574595606525	0.135839838881089	865.78718147531	-0.493650906192203
FLII|ENSG00000177731.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MIEF2|ENSG00000177427.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TOP3A|ENSG00000177302.15|chr17	2	2	8	0	0	2	0.187445733630333	1	3088	-2.94130965003636	2.2313532412433	2.51736614245597	-1.31817302418576
SMCR8|ENSG00000176994.11|chr17	0	0	2	2	0	5	0.64695941075532	1	8848	1.36445421726385	2.97922078213521	1.3663388337965	0.457990299156662
SHMT1|ENSG00000176974.21|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LGALS9C|ENSG00000171916.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TBC1D28|ENSG00000189375.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FOXO3B|ENSG00000240445.6|chr17	120	171	128	142	162	133	0.704727320193533	1	9539	-0.110695254104781	0.29211286257428	141.540109324113	-0.37894686707482
FBXW10|ENSG00000171931.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TVP23B|ENSG00000171928.14|chr17	0	7	29	12	10	54	0.497269566060044	1	6939	0.733871061441161	1.08114252278576	17.798198121646	0.678792153647059
PRPSAP2|ENSG00000141127.15|chr17	171	240	176	383	284	272	0.0318290542584102	0.288786754056761	855	0.479529490342347	0.223395352757166	246.117871929065	2.14655087683763
SLC5A10|ENSG00000154025.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FAM83G|ENSG00000188522.15|chr17	103	96	49	88	12	59	0.0763561639650706	1	1600	-0.931580292451084	0.525653888207941	65.9645862882522	-1.7722313357693
GRAP|ENSG00000154016.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GRAPL|ENSG00000189152.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EPN2|ENSG00000072134.16|chr17	41	58	59	82	54	50	0.968851066269491	1	12840	0.0168867193892797	0.432445918297014	56.2556073608124	0.0390493207931761
B9D1|ENSG00000108641.20|chr17	11	10	9	12	3	11	0.626800009952206	1	8557	-0.492866033256377	1.01363589336646	9.07603329493243	-0.486235774089926
MAPK7|ENSG00000166484.20|chr17	108	195	147	229	68	189	0.662758719814926	0.90214509873014	9049	-0.148122724530701	0.339647259022864	149.024859111987	-0.43610752212998
MFAP4|ENSG00000166482.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RNF112|ENSG00000128482.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC47A1|ENSG00000142494.13|chr17	66	12	18	32	11	36	0.40893690837774	1	5811	-0.609610629656539	0.738236634460841	29.1482849190229	-0.825765887521632
ALDH3A2|ENSG00000072210.19|chr17	358	300	225	250	253	219	0.0487474549065721	0.332636960296687	1183	-0.484113102853996	0.245643698835056	268.27669699796	-1.97079389843851
SLC47A2|ENSG00000180638.19|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ALDH3A1|ENSG00000108602.18|chr17	0	0	7	0	1	5	0.810315371009928	1	10818	-0.603386131719664	2.51390775399638	2.25161123014538	-0.240019201484404
ULK2|ENSG00000083290.20|chr17	0	0	0	9	5	6	0.0227038542397904	1	698	4.94509508786614	2.17044202792073	3.00469380110114	2.27838155742105
AKAP10|ENSG00000108599.15|chr17	123	184	121	228	212	187	0.155868203823063	0.54469793053852	2691	0.373463785334898	0.263168407127809	171.366819634806	1.41910569513583
SPECC1|ENSG00000128487.19|chr17	5	0	15	9	6	20	0.725770456393093	1	9798	0.437421410472115	1.24707724604284	9.01325083104869	0.35075727013713
LGALS9B|ENSG00000170298.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CDRT15L2|ENSG00000214819.2|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
USP22|ENSG00000124422.12|chr17	1251	1526	1089	1545	1024	1703	0.510546603476357	0.835566166824307	7085	-0.079678089166438	0.121093747382337	1318.79720219319	-0.657986815081918
DHRS7B|ENSG00000109016.18|chr17	156	187	138	174	160	175	0.646529327802398	0.894966258522109	8842	-0.115320718466851	0.251468559288623	162.564430511967	-0.458589013247148
TMEM11|ENSG00000178307.10|chr17	514	611	529	672	561	665	0.933933116886131	0.986900956598295	12442	-0.0120853627443716	0.145786983812806	581.556918700723	-0.0828974057100285
NATD1|ENSG00000274180.1|chr17	48	43	44	87	54	31	0.795375982764928	1	10671	0.128539547295064	0.495648628903636	50.3799096128942	0.259336029193486
MAP2K3|ENSG00000034152.19|chr17	602	774	465	779	422	676	0.250464292547357	0.651454671444604	3889	-0.194432964231271	0.169186544470832	600.750848107106	-1.1492223855
KCNJ12|ENSG00000184185.10|chr17	19	15	32	47	22	10	0.9897172778224	1	13066	-0.0094709535852109	0.73487529134672	23.9982821970311	-0.012887837836886
KCNJ18|ENSG00000260458.3|chr17	0	0	0	0	1	0	0.853865958661269	1	11392	0.751574209360629	4.0804728567969	0.185384957344862	0.184188018334376
WSB1|ENSG00000109046.15|chr17	426	655	430	735	675	764	0.0329649345244362	0.289883689920507	883	0.339355453384365	0.15913427669268	596.188591573017	2.13251010679319
KSR1|ENSG00000141068.15|chr17	26	98	45	108	92	109	0.0949998395911737	1	1867	0.71811005428285	0.430110744126155	75.6991271134667	1.6695933874933
LGALS9|ENSG00000168961.17|chr17	3	0	0	1	0	0	0.658496685703262	1	8993.5	-1.7638431477256	3.9906886813907	0.69776182993419	-0.441989663576293
NOS2|ENSG00000007171.19|chr17	10	22	6	1	5	16	0.395217881743943	1	5627	-0.950447755839988	1.11792020700138	9.6906207381507	-0.850192840139629
ENSG00000266202|ENSG00000266202.1|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LYRM9|ENSG00000232859.10|chr17	0	9	0	23	10	18	0.0678285956148701	1	1462	2.40913672268458	1.31924805062667	8.90539449205986	1.82614385637349
NLK|ENSG00000087095.13|chr17	177	140	113	105	163	143	0.463739408225046	1	6509	-0.243065347651393	0.331737752839801	141.068334280391	-0.732703304253619
TMEM97|ENSG00000109084.14|chr17	507	679	644	777	708	793	0.484563788673728	0.822827694984479	6783	0.110332771034804	0.157847983974906	672.626760764115	0.698981185925973
IFT20|ENSG00000109083.14|chr17	149	121	110	178	102	161	0.911611652988675	1	12187	-0.0324802165399331	0.292598960543005	133.604340576304	-0.111005919090267
TNFAIP1|ENSG00000109079.10|chr17	253	354	223	445	323	321	0.336535313524014	0.723909732083818	4924	0.197785686708208	0.205805190318176	310.536302105101	0.96103352108093
POLDIP2|ENSG00000004142.12|chr17	560	587	407	485	467	458	0.0669954658907862	0.385934209119153	1455	-0.331401363811937	0.180925129322357	490.571729006281	-1.83170444621584
TMEM199|ENSG00000244045.13|chr17	232	298	236	403	319	400	0.0649947940633679	0.381625321826178	1420	0.34128444451964	0.184948554985683	305.225431399588	1.84529392265898
SEBOX|ENSG00000274529.6|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SARM1|ENSG00000004139.14|chr17	8	34	72	101	50	71	0.259817183370781	1	3997	0.683616828191917	0.606676138448016	53.792420916898	1.12682333269399
VTN|ENSG00000109072.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC46A1|ENSG00000076351.13|chr17	89	171	160	203	128	179	0.845188979187234	0.966881497244618	11224	0.0574572271573395	0.294259271408409	150.512756581266	0.19526054993045
RSKR|ENSG00000167524.17|chr17	0	0	3	6	20	14	0.0198650498749902	1	639	3.53263118253474	1.51687527075249	7.0816643270561	2.32888705528324
SLC13A2|ENSG00000007216.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FOXN1|ENSG00000109101.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UNC119|ENSG00000109103.12|chr17	50	147	67	59	33	69	0.0391162173971665	1	1019	-0.904029464350288	0.438219107353639	68.6347306799269	-2.06296222410207
PIGS|ENSG00000087111.21|chr17	481	474	321	692	488	680	0.058966990573943	0.365699554207473	1332	0.324313507124579	0.17173625628609	505.362126012307	1.8884393670741
ALDOC|ENSG00000109107.14|chr17	3	10	10	7	4	0	0.380191787367982	1	5453	-1.24926909474036	1.42359876432705	5.73077681643313	-0.877542974920254
SPAG5|ENSG00000076382.17|chr17	122	125	126	168	103	163	0.931706504250498	1	12418	-0.0241316384944967	0.2815893348291	131.379173436685	-0.0856979846525172
KIAA0100|ENSG00000007202.15|chr17	73	75	64	115	51	130	0.559735255451889	1	7717	0.219996731209922	0.377200975944056	80.9977428570241	0.583234787925232
SDF2|ENSG00000132581.10|chr17	218	282	197	178	142	289	0.101478551944551	0.462975278698269	1955	-0.415969710529968	0.253992017179268	213.297603664667	-1.63772749690939
SUPT6H|ENSG00000109111.15|chr17	40	89	38	95	32	63	0.950319028229513	1	12639	-0.0295339172305609	0.474012847523381	56.2169539761626	-0.0623061534826947
PROCA1|ENSG00000167525.15|chr17	0	0	0	2	4	4	0.145925559413783	1	2563	4.01097045458304	2.75843468035922	1.57770613361439	1.45407483568207
RAB34|ENSG00000109113.20|chr17	303	428	210	291	128	323	0.0300744027826569	0.283953610129525	829	-0.573800710614221	0.26453289665486	271.580289388489	-2.16910908953175
RPL23A|ENSG00000198242.14|chr17	114	179	102	213	95	206	0.617395753229111	1	8447	0.149929380600198	0.300132102921423	144.142058114935	0.499544630983547
TLCD1|ENSG00000160606.11|chr17	169	192	201	133	107	213	0.0501121019517545	0.336558311513299	1209	-0.551893040570391	0.281720976588088	167.913230270174	-1.95900584775173
NEK8|ENSG00000160602.14|chr17	37	19	17	46	29	19	0.837750234754467	1	11139	0.133028374899873	0.649641310411202	27.4699947742906	0.204772037689029
TRAF4|ENSG00000076604.16|chr17	547	517	410	707	483	836	0.192198824200081	0.59065965301144	3158	0.223698875946421	0.171534806753704	564.606553770172	1.30410194980204
FAM222B|ENSG00000173065.14|chr17	300	483	360	509	397	530	0.473440665332099	0.817353785557828	6631	0.125285734374214	0.174762326298225	417.462679824038	0.716892118730545
ERAL1|ENSG00000132591.12|chr17	131	194	120	185	34	134	0.127680471323702	1	2323	-0.608227748168076	0.399279620180988	127.843393323178	-1.52331277988186
FLOT2|ENSG00000132589.16|chr17	55	83	93	71	15	97	0.208997793803504	1	3389	-0.639450702468283	0.508984686413971	67.1548154244719	-1.25632601439054
DHRS13|ENSG00000167536.14|chr17	42	29	30	36	48	70	0.452404182484662	1	6367	0.388587964712459	0.517143035860933	41.7677115490688	0.75141293175406
PHF12|ENSG00000109118.14|chr17	89	84	138	122	84	118	0.570857238380923	1	7843	-0.198280883188777	0.349831639924786	105.168900451501	-0.56678945115258
PIPOX|ENSG00000179761.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SEZ6|ENSG00000063015.21|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
