RIBO-DMSO-1	RIBO-DMSO-2	RIBO-DMSO-3	RIBO-TPG-1	RIBO-TPG-2	RIBO-TPG-3
CDR2L|ENSG00000109089.7|chr17	342	464	361	319	292	311
MRPL58|ENSG00000167862.10|chr17	760	874	861	871	640	751
KCTD2|ENSG00000180901.11|chr17	272	304	210	208	239	70
ATP5PD|ENSG00000167863.12|chr17	2723	3066	2573	2360	2251	1940
SLC16A5|ENSG00000170190.16|chr17	2	2	0	0	0	0
ARMC7|ENSG00000125449.7|chr17	65	82	87	80	25	58
NT5C|ENSG00000125458.7|chr17	684	766	659	800	970	596
JPT1|ENSG00000189159.16|chr17	5766	6917	5035	4648	4728	3502
SUMO2|ENSG00000188612.12|chr17	22678	27402	20053	12375	12029	9174
NUP85|ENSG00000125450.11|chr17	675	530	438	669	565	472
GGA3|ENSG00000125447.18|chr17	185	239	75	172	206	155
MRPS7|ENSG00000125445.11|chr17	2573	2878	2356	2383	2476	1926
MIF4GD|ENSG00000125457.15|chr17	1097	895	869	685	701	581
SLC25A19|ENSG00000125454.12|chr17	520	485	501	744	408	427
GRB2|ENSG00000177885.15|chr17	1951	2783	2046	2456	2174	1435
TMEM94|ENSG00000177728.17|chr17	237	255	149	173	216	160
CASKIN2|ENSG00000177303.10|chr17	92	65	54	99	99	60
TSEN54|ENSG00000182173.14|chr17	424	574	525	357	492	412
LLGL2|ENSG00000073350.14|chr17	48	46	55	43	79	39
MYO15B|ENSG00000266714.10|chr17	0	0	0	0	0	0
RECQL5|ENSG00000108469.15|chr17	32	32	29	54	41	90
SMIM5|ENSG00000204323.5|chr17	0	0	0	0	0	0
SMIM6|ENSG00000259120.3|chr17	0	0	0	0	0	0
SAP30BP|ENSG00000161526.15|chr17	470	515	569	506	745	364
ITGB4|ENSG00000132470.14|chr17	13	6	0	22	0	0
GALK1|ENSG00000108479.13|chr17	422	579	320	404	354	180
H3-3B|ENSG00000132475.10|chr17	16799	21168	17457	18107	15825	12370
UNK|ENSG00000132478.10|chr17	110	182	105	251	198	112
UNC13D|ENSG00000092929.13|chr17	0	2	0	0	0	0
WBP2|ENSG00000132471.12|chr17	1507	1791	1365	1442	1102	1274
TRIM47|ENSG00000132481.7|chr17	17	64	11	67	12	2
TRIM65|ENSG00000141569.12|chr17	537	506	473	756	703	549
MRPL38|ENSG00000204316.13|chr17	583	834	804	963	630	634
FBF1|ENSG00000188878.20|chr17	30	36	32	17	41	0
ACOX1|ENSG00000161533.12|chr17	366	565	474	374	485	202
TEN1|ENSG00000257949.7|chr17	189	123	123	54	42	72
CDK3|ENSG00000250506.9|chr17	38	18	21	50	8	22
EVPL|ENSG00000167880.8|chr17	0	0	0	0	0	0
SRP68|ENSG00000167881.15|chr17	1583	1759	1311	2003	1508	1605
ZACN|ENSG00000186919.13|chr17	0	0	0	0	0	0
GALR2|ENSG00000182687.4|chr17	24	5	19	23	25	0
EXOC7|ENSG00000182473.22|chr17	527	592	509	557	488	298
FOXJ1|ENSG00000129654.8|chr17	0	0	0	0	0	0
RNF157|ENSG00000141576.16|chr17	129	144	149	66	51	159
UBALD2|ENSG00000185262.9|chr17	957	1046	748	1018	876	879
QRICH2|ENSG00000129646.16|chr17	0	0	0	0	0	0
PRPSAP1|ENSG00000161542.17|chr17	362	494	307	420	220	183
SPHK1|ENSG00000176170.14|chr17	75	42	55	32	79	69
UBE2O|ENSG00000175931.13|chr17	544	862	490	661	487	514
AANAT|ENSG00000129673.10|chr17	0	0	0	11	0	0
RHBDF2|ENSG00000129667.13|chr17	64	86	80	74	100	105
CYGB|ENSG00000161544.10|chr17	0	3	7	0	0	13
ST6GALNAC2|ENSG00000070731.11|chr17	0	2	9	0	0	0
ST6GALNAC1|ENSG00000070526.15|chr17	0	0	0	0	0	0
MXRA7|ENSG00000182534.14|chr17	49	78	60	87	53	31
JMJD6|ENSG00000070495.15|chr17	411	517	263	522	421	420
METTL23|ENSG00000181038.14|chr17	524	680	613	492	408	294
ENSG00000267168|ENSG00000267168.1|chr17	77	43	41	41	34	40
MFSD11|ENSG00000092931.12|chr17	219	367	340	472	344	371
MGAT5B|ENSG00000167889.13|chr17	16	8	6	0	0	0
SEC14L1|ENSG00000129657.16|chr17	200	250	233	243	64	110
SEPTIN9|ENSG00000184640.20|chr17	1166	1491	1063	1046	841	781
TNRC6C|ENSG00000078687.18|chr17	559	590	495	527	384	270
TMC6|ENSG00000141524.19|chr17	71	85	46	35	34	40
TMC8|ENSG00000167895.16|chr17	0	0	0	0	0	0
C17orf99|ENSG00000187997.12|chr17	0	0	0	0	0	0
SYNGR2|ENSG00000108639.8|chr17	971	1261	1055	981	736	585
TK1|ENSG00000167900.12|chr17	750	1167	748	1167	835	912
AFMID|ENSG00000183077.16|chr17	681	925	911	894	710	650
BIRC5|ENSG00000089685.15|chr17	3618	5003	3807	3421	3260	2416
TMEM235|ENSG00000204278.14|chr17	0	0	0	0	0	0
SOCS3|ENSG00000184557.4|chr17	4	28	8	19	2	0
DNAH17|ENSG00000187775.17|chr17	9	0	0	0	0	0
CYTH1|ENSG00000108669.17|chr17	224	155	176	98	131	59
TIMP2|ENSG00000035862.12|chr17	281	359	334	265	188	141
CEP295NL|ENSG00000178404.10|chr17	0	10	0	0	0	0
LGALS3BP|ENSG00000108679.13|chr17	2165	2424	2238	1575	1394	1117
CANT1|ENSG00000171302.17|chr17	373	531	356	211	207	115
C1QTNF1|ENSG00000173918.15|chr17	21	48	23	15	31	2
ENGASE|ENSG00000167280.17|chr17	63	86	79	55	86	86
RBFOX3|ENSG00000167281.20|chr17	83	42	31	13	137	36
CBX2|ENSG00000173894.11|chr17	466	654	549	450	383	147
CBX8|ENSG00000141570.11|chr17	75	134	60	91	89	144
CBX4|ENSG00000141582.15|chr17	992	1303	1118	2366	2001	1536
TBC1D16|ENSG00000167291.16|chr17	289	314	238	182	183	164
CCDC40|ENSG00000141519.15|chr17	0	3	0	0	0	0
GAA|ENSG00000171298.13|chr17	400	344	224	214	79	123
EIF4A3|ENSG00000141543.12|chr17	3316	4199	2991	3883	3261	2976
CARD14|ENSG00000141527.18|chr17	0	0	0	0	0	0
SGSH|ENSG00000181523.13|chr17	136	135	213	167	195	111
SLC26A11|ENSG00000181045.15|chr17	112	207	159	155	156	87
RNF213|ENSG00000173821.20|chr17	80	102	60	108	173	74
ENDOV|ENSG00000173818.17|chr17	4	22	16	6	20	0
NPTX1|ENSG00000171246.7|chr17	959	948	585	370	365	256
RPTOR|ENSG00000141564.16|chr17	28	121	101	72	153	48
CHMP6|ENSG00000176108.9|chr17	135	235	199	149	145	127
BAIAP2|ENSG00000175866.16|chr17	42	60	58	43	54	27
AATK|ENSG00000181409.14|chr17	36	4	36	29	15	39
PVALEF|ENSG00000225180.8|chr17	0	0	0	0	0	0
CEP131|ENSG00000141577.14|chr17	109	109	113	357	205	220
TEPSIN|ENSG00000167302.11|chr17	126	248	203	191	551	168
NDUFAF8|ENSG00000224877.4|chr17	5983	6843	5271	4501	4347	3721
SLC38A10|ENSG00000157637.13|chr17	190	288	207	75	156	67
BAHCC1|ENSG00000266074.11|chr17	71	70	54	28	53	120
ACTG1|ENSG00000184009.13|chr17	45238	58635	49393	52593	47817	35308
FSCN2|ENSG00000186765.12|chr17	0	0	0	0	0	0
FAAP100|ENSG00000185504.17|chr17	124	145	135	152	92	24
NPLOC4|ENSG00000182446.14|chr17	885	1163	877	1090	864	650
TSPAN10|ENSG00000182612.11|chr17	13	46	0	28	20	0
PDE6G|ENSG00000185527.12|chr17	0	0	0	0	0	0
OXLD1|ENSG00000204237.5|chr17	653	857	555	1112	771	1014
CCDC137|ENSG00000185298.13|chr17	791	905	799	744	652	605
ARL16|ENSG00000214087.9|chr17	866	895	837	826	537	565
HGS|ENSG00000185359.14|chr17	465	516	363	570	678	606
MRPL12|ENSG00000262814.8|chr17	1349	1769	1250	1190	1325	1178
ENSG00000262660|ENSG00000262660.1|chr17	4	1	0	0	0	0
SLC25A10|ENSG00000183048.12|chr17	551	574	458	392	384	221
GCGR|ENSG00000215644.10|chr17	0	0	0	0	0	0
MCRIP1|ENSG00000225663.8|chr17	0	5	0	4	0	0
PPP1R27|ENSG00000182676.5|chr17	0	0	0	0	0	0
P4HB|ENSG00000185624.16|chr17	4301	5452	3786	4522	4459	3647
ARHGDIA|ENSG00000141522.12|chr17	2505	3732	2839	2600	2213	1922
ALYREF|ENSG00000183684.8|chr17	1197	1926	1315	1844	1111	1459
ANAPC11|ENSG00000141552.18|chr17	3424	3502	2441	2793	2058	2602
NPB|ENSG00000183979.8|chr17	0	8	0	0	0	7
PCYT2|ENSG00000185813.11|chr17	304	301	198	293	319	203
SIRT7|ENSG00000187531.14|chr17	206	276	235	367	294	368
MAFG|ENSG00000197063.11|chr17	657	682	522	585	526	560
PYCR1|ENSG00000183010.17|chr17	609	690	551	637	474	454
MYADML2|ENSG00000185105.5|chr17	0	0	0	0	0	0
NOTUM|ENSG00000185269.12|chr17	0	2	0	0	0	8
ASPSCR1|ENSG00000169696.16|chr17	160	296	188	246	198	231
CENPX|ENSG00000169689.15|chr17	5227	5003	4198	4555	4356	3177
LRRC45|ENSG00000169683.8|chr17	107	58	29	55	50	79
RAC3|ENSG00000169750.9|chr17	41	58	66	97	43	124
DCXR|ENSG00000169738.8|chr17	1909	2419	1591	1865	1732	1337
RFNG|ENSG00000169733.12|chr17	598	596	420	498	346	406
GPS1|ENSG00000169727.13|chr17	1776	2304	1999	1948	1871	1612
DUS1L|ENSG00000169718.18|chr17	2168	2894	2054	1167	1197	790
FASN|ENSG00000169710.9|chr17	2437	3344	2770	1734	1364	1211
CCDC57|ENSG00000176155.21|chr17	40	61	36	89	48	0
SLC16A3|ENSG00000141526.18|chr17	0	0	1	0	0	0
CSNK1D|ENSG00000141551.15|chr17	845	1120	696	1361	1298	808
CD7|ENSG00000173762.8|chr17	0	0	0	0	0	0
SECTM1|ENSG00000141574.8|chr17	13	32	27	0	16	15
TEX19|ENSG00000182459.5|chr17	3	3	39	3	11	0
UTS2R|ENSG00000181408.5|chr17	0	0	0	0	0	0
OGFOD3|ENSG00000181396.13|chr17	278	307	251	190	131	168
HEXD|ENSG00000169660.17|chr17	41	67	86	120	61	111
CYBC1|ENSG00000178927.19|chr17	145	227	206	138	119	159
NARF|ENSG00000141562.19|chr17	357	445	408	279	305	165
FOXK2|ENSG00000141568.21|chr17	589	727	629	515	457	434
WDR45B|ENSG00000141580.16|chr17	776	763	749	616	576	298
RAB40B|ENSG00000141542.11|chr17	95	208	135	57	115	97
FN3KRP|ENSG00000141560.15|chr17	508	626	580	689	552	646
FN3K|ENSG00000167363.14|chr17	0	0	0	0	0	0
TBCD|ENSG00000141556.22|chr17	32	23	23	29	5	16
ZNF750|ENSG00000141579.7|chr17	11	0	0	0	8	0
METRNL|ENSG00000176845.13|chr17	0	0	0	0	0	0
TUBB8B|ENSG00000173213.10|chr18	0	0	0	0	0	0
USP14|ENSG00000101557.15|chr18	2296	2725	2297	2223	2515	2069
THOC1|ENSG00000079134.13|chr18	91	88	97	119	55	145
COLEC12|ENSG00000158270.12|chr18	221	248	111	211	61	52
CETN1|ENSG00000177143.5|chr18	0	0	0	0	0	0
CLUL1|ENSG00000079101.18|chr18	11	3	0	0	0	0
TYMS|ENSG00000176890.16|chr18	3038	4001	3081	2649	3006	2333
ENOSF1|ENSG00000132199.20|chr18	177	149	159	214	119	131
YES1|ENSG00000176105.14|chr18	303	388	204	179	137	157
ADCYAP1|ENSG00000141433.13|chr18	0	0	0	0	0	0
METTL4|ENSG00000101574.15|chr18	29	57	8	48	40	0
NDC80|ENSG00000080986.13|chr18	33	72	73	91	111	54
SMCHD1|ENSG00000101596.17|chr18	74	141	58	241	196	55
EMILIN2|ENSG00000132205.11|chr18	69	84	46	119	57	72
LPIN2|ENSG00000101577.11|chr18	29	49	43	49	96	18
MYOM1|ENSG00000101605.14|chr18	0	0	0	0	0	0
MYL12A|ENSG00000101608.13|chr18	2286	2552	2233	2377	2079	1824
MYL12B|ENSG00000118680.14|chr18	2326	3017	2083	1909	2204	1387
TGIF1|ENSG00000177426.22|chr18	30	59	37	79	46	32
DLGAP1|ENSG00000170579.17|chr18	0	0	0	0	0	0
AKAIN1|ENSG00000231824.4|chr18	0	0	0	0	0	0
ZBTB14|ENSG00000198081.11|chr18	27	81	54	70	129	1
TMEM200C|ENSG00000206432.4|chr18	58	62	67	88	20	1
L3MBTL4|ENSG00000154655.16|chr18	12	9	29	41	20	11
ARHGAP28|ENSG00000088756.13|chr18	38	57	43	19	2	11
LAMA1|ENSG00000101680.16|chr18	32	33	53	13	51	23
PTPRM|ENSG00000173482.17|chr18	46	67	33	26	16	11
RAB12|ENSG00000206418.5|chr18	680	825	644	351	356	446
MTCL1|ENSG00000168502.18|chr18	20	54	30	57	26	0
NDUFV2|ENSG00000178127.13|chr18	821	726	589	545	541	374
ANKRD12|ENSG00000101745.17|chr18	24	33	20	40	0	78
TWSG1|ENSG00000128791.12|chr18	231	369	195	221	69	184
RALBP1|ENSG00000017797.13|chr18	169	104	125	102	68	40
PPP4R1|ENSG00000154845.16|chr18	187	268	214	172	199	54
RAB31|ENSG00000168461.13|chr18	1360	1867	1421	927	1261	973
TXNDC2|ENSG00000168454.13|chr18	0	0	0	16	0	0
VAPA|ENSG00000101558.14|chr18	1853	2050	1628	1882	1545	1689
APCDD1|ENSG00000154856.13|chr18	8	27	2	0	0	0
NAPG|ENSG00000134265.13|chr18	96	290	152	141	387	261
PIEZO2|ENSG00000154864.14|chr18	4	0	0	10	0	0
GNAL|ENSG00000141404.17|chr18	313	334	285	255	158	160
CHMP1B|ENSG00000255112.3|chr18	225	382	215	393	305	319
MPPE1|ENSG00000154889.17|chr18	67	101	31	71	98	87
IMPA2|ENSG00000141401.12|chr18	246	336	268	95	126	66
ANKRD62|ENSG00000181626.12|chr18	0	0	0	0	0	0
CIDEA|ENSG00000176194.18|chr18	0	0	0	0	0	0
TUBB6|ENSG00000176014.13|chr18	1108	1440	1087	893	838	626
AFG3L2|ENSG00000141385.12|chr18	817	843	645	1250	991	819
SPIRE1|ENSG00000134278.16|chr18	202	260	186	205	211	254
PSMG2|ENSG00000128789.22|chr18	962	919	836	956	874	905
CEP76|ENSG00000101624.11|chr18	34	16	25	23	28	14
PTPN2|ENSG00000175354.20|chr18	172	188	172	176	186	277
SEH1L|ENSG00000085415.16|chr18	408	588	475	329	314	264
CEP192|ENSG00000101639.19|chr18	6	6	22	18	70	44
LDLRAD4|ENSG00000168675.19|chr18	4	31	25	5	31	57
FAM210A|ENSG00000177150.13|chr18	221	289	166	259	181	323
RNMT|ENSG00000101654.18|chr18	187	195	151	276	177	199
MC5R|ENSG00000176136.6|chr18	0	0	0	0	0	0
MC2R|ENSG00000185231.5|chr18	0	0	0	0	0	0
ZNF519|ENSG00000175322.12|chr18	31	22	13	23	42	0
POTEC|ENSG00000183206.18|chr18	0	0	0	0	0	0
ROCK1|ENSG00000067900.8|chr18	123	85	57	60	200	51
GREB1L|ENSG00000141449.16|chr18	23	12	22	1	1	1
ESCO1|ENSG00000141446.11|chr18	100	106	56	69	115	42
SNRPD1|ENSG00000167088.11|chr18	5654	6916	5013	4613	5159	4204
ABHD3|ENSG00000158201.10|chr18	79	70	40	62	10	20
MIB1|ENSG00000101752.13|chr18	638	590	484	449	381	330
GATA6|ENSG00000141448.11|chr18	143	238	213	221	120	98
CTAGE1|ENSG00000212710.5|chr18	0	0	0	0	0	0
RBBP8|ENSG00000101773.19|chr18	143	210	147	165	134	189
CABLES1|ENSG00000134508.13|chr18	258	299	200	311	228	42
TMEM241|ENSG00000134490.14|chr18	24	56	57	22	27	9
RIOK3|ENSG00000101782.15|chr18	244	397	289	326	401	147
RMC1|ENSG00000141452.10|chr18	216	204	142	299	169	333
NPC1|ENSG00000141458.13|chr18	165	180	79	239	170	157
ANKRD29|ENSG00000154065.17|chr18	3	34	14	13	0	17
LAMA3|ENSG00000053747.17|chr18	3	23	0	13	10	0
TTC39C|ENSG00000168234.13|chr18	58	72	52	9	41	40
CABYR|ENSG00000154040.21|chr18	45	59	36	63	19	0
OSBPL1A|ENSG00000141447.19|chr18	424	435	272	336	275	202
IMPACT|ENSG00000154059.11|chr18	169	238	244	177	160	121
HRH4|ENSG00000134489.7|chr18	0	0	0	0	0	0
ZNF521|ENSG00000198795.11|chr18	67	31	57	75	117	26
SS18|ENSG00000141380.14|chr18	153	319	257	369	297	331
PSMA8|ENSG00000154611.15|chr18	0	0	0	0	0	0
TAF4B|ENSG00000141384.13|chr18	109	201	115	121	235	94
KCTD1|ENSG00000134504.14|chr18	152	223	158	112	116	72
AQP4|ENSG00000171885.18|chr18	2	0	8	0	19	0
CHST9|ENSG00000154080.14|chr18	8	12	13	0	0	1
CDH2|ENSG00000170558.10|chr18	595	651	483	591	456	483
DSC3|ENSG00000134762.17|chr18	231	267	207	260	357	187
DSC2|ENSG00000134755.18|chr18	122	162	203	66	15	126
DSC1|ENSG00000134765.10|chr18	0	0	0	0	0	0
DSG1|ENSG00000134760.6|chr18	0	0	0	0	0	0
DSG4|ENSG00000175065.12|chr18	0	0	0	0	0	0
DSG3|ENSG00000134757.5|chr18	0	0	0	0	0	0
DSG2|ENSG00000046604.14|chr18	344	412	265	397	256	167
TTR|ENSG00000118271.12|chr18	0	0	0	0	0	0
B4GALT6|ENSG00000118276.12|chr18	86	168	121	141	21	90
SLC25A52|ENSG00000141437.10|chr18	0	0	0	0	0	0
TRAPPC8|ENSG00000153339.15|chr18	106	168	129	167	138	111
RNF125|ENSG00000101695.9|chr18	4	58	30	48	82	34
RNF138|ENSG00000134758.14|chr18	305	402	392	375	335	249
GAREM1|ENSG00000141441.16|chr18	104	186	45	86	60	71
MEP1B|ENSG00000141434.12|chr18	4	0	0	0	0	0
KLHL14|ENSG00000197705.10|chr18	12	21	24	0	0	0
CCDC178|ENSG00000166960.17|chr18	0	0	0	0	0	0
ASXL3|ENSG00000141431.14|chr18	23	25	20	21	43	45
NOL4|ENSG00000101746.16|chr18	17	73	39	79	31	41
MAPRE2|ENSG00000166974.13|chr18	361	434	329	322	499	242
ZNF397|ENSG00000186812.13|chr18	144	344	275	267	227	226
ZSCAN30|ENSG00000186814.14|chr18	18	31	28	64	17	18
ZNF24|ENSG00000172466.16|chr18	716	961	580	749	728	633
ZNF396|ENSG00000186496.12|chr18	9	4	3	27	0	1
ENSG00000267140|ENSG00000267140.1|chr18	13	3	2	0	0	0
INO80C|ENSG00000153391.16|chr18	213	348	260	282	214	233
GALNT1|ENSG00000141429.14|chr18	869	912	927	538	598	438
C18orf21|ENSG00000141428.17|chr18	351	304	402	399	431	329
RPRD1A|ENSG00000141425.18|chr18	288	305	237	177	179	83
SLC39A6|ENSG00000141424.13|chr18	702	837	750	695	483	448
ELP2|ENSG00000134759.14|chr18	201	253	228	321	295	304
MOCOS|ENSG00000075643.6|chr18	3	27	8	37	10	18
FHOD3|ENSG00000134775.16|chr18	46	47	54	43	26	65
TPGS2|ENSG00000134779.15|chr18	546	792	703	395	479	403
KIAA1328|ENSG00000150477.15|chr18	0	8	4	5	0	48
PIK3C3|ENSG00000078142.14|chr18	83	162	124	87	126	103
RIT2|ENSG00000152214.14|chr18	0	0	0	0	0	0
SYT4|ENSG00000132872.12|chr18	0	0	0	0	0	0
SETBP1|ENSG00000152217.20|chr18	260	185	157	180	106	146
SLC14A2|ENSG00000132874.15|chr18	0	0	0	0	0	0
SLC14A1|ENSG00000141469.18|chr18	0	0	0	0	0	0
EPG5|ENSG00000152223.16|chr18	18	22	5	33	43	0
SIGLEC15|ENSG00000197046.12|chr18	0	0	0	0	0	0
ATP5F1A|ENSG00000152234.16|chr18	4319	4409	3383	4282	3755	3080
HAUS1|ENSG00000152240.13|chr18	557	514	548	558	539	617
C18orf25|ENSG00000152242.11|chr18	133	183	136	150	167	48
RNF165|ENSG00000141622.14|chr18	16	48	19	11	23	0
LOXHD1|ENSG00000167210.17|chr18	0	0	0	0	0	0
ST8SIA5|ENSG00000101638.14|chr18	0	0	0	0	0	0
PIAS2|ENSG00000078043.16|chr18	143	132	28	76	14	53
KATNAL2|ENSG00000167216.19|chr18	8	4	4	30	26	0
ELOA2|ENSG00000206181.7|chr18	0	0	0	0	0	0
HDHD2|ENSG00000167220.12|chr18	334	372	224	213	186	237
IER3IP1|ENSG00000134049.6|chr18	689	811	559	489	655	422
SMAD2|ENSG00000175387.16|chr18	281	370	355	340	265	315
ZBTB7C|ENSG00000184828.10|chr18	88	89	71	61	50	13
CTIF|ENSG00000134030.14|chr18	0	0	0	0	0	0
SMAD7|ENSG00000101665.10|chr18	374	466	244	551	497	421
DYM|ENSG00000141627.14|chr18	616	623	489	491	399	509
C18orf32|ENSG00000177576.12|chr18	448	682	563	379	449	338
RPL17|ENSG00000265681.8|chr18	6	42	8	11	16	5
LIPG|ENSG00000101670.12|chr18	0	0	1	18	0	26
ACAA2|ENSG00000167315.18|chr18	689	677	698	857	694	831
MYO5B|ENSG00000167306.21|chr18	119	117	83	30	66	132
CFAP53|ENSG00000172361.6|chr18	7	0	4	0	0	0
CXXC1|ENSG00000154832.16|chr18	1604	2036	1648	1756	1620	902
SKA1|ENSG00000154839.10|chr18	0	1	0	0	0	0
MAPK4|ENSG00000141639.12|chr18	49	45	68	48	36	1
MRO|ENSG00000134042.14|chr18	0	0	0	0	0	0
ME2|ENSG00000082212.13|chr18	546	589	474	546	412	334
ELAC1|ENSG00000141642.9|chr18	86	95	78	51	47	36
SMAD4|ENSG00000141646.15|chr18	270	335	219	335	293	233
MEX3C|ENSG00000176624.12|chr18	113	130	88	182	127	196
DCC|ENSG00000187323.12|chr18	0	0	0	0	0	0
POLI|ENSG00000101751.11|chr18	31	9	41	81	15	22
STARD6|ENSG00000174448.9|chr18	0	0	0	0	0	0
C18orf54|ENSG00000166845.15|chr18	44	99	93	69	85	117
DYNAP|ENSG00000178690.4|chr18	0	0	0	0	0	0
RAB27B|ENSG00000041353.10|chr18	6	4	6	5	0	0
CCDC68|ENSG00000166510.14|chr18	12	5	33	10	0	0
TXNL1|ENSG00000091164.13|chr18	1059	1083	821	1193	1048	617
WDR7|ENSG00000091157.15|chr18	40	101	36	32	35	73
BOD1L2|ENSG00000228075.5|chr18	0	0	0	0	0	0
ST8SIA3|ENSG00000177511.6|chr18	0	0	0	0	0	0
ONECUT2|ENSG00000119547.6|chr18	392	523	400	396	356	351
FECH|ENSG00000066926.13|chr18	601	605	395	393	376	230
NARS1|ENSG00000134440.12|chr18	1428	1527	1288	1489	1722	1447
ATP8B1|ENSG00000081923.15|chr18	4	9	5	0	12	0
NEDD4L|ENSG00000049759.20|chr18	365	295	228	304	317	393
ALPK2|ENSG00000198796.7|chr18	0	0	0	0	0	0
MALT1|ENSG00000172175.16|chr18	108	83	97	166	207	175
ZNF532|ENSG00000074657.14|chr18	0	0	0	0	0	0
SEC11C|ENSG00000166562.9|chr18	1997	2396	1894	1397	1174	1069
GRP|ENSG00000134443.10|chr18	0	1	0	0	0	0
RAX|ENSG00000134438.10|chr18	0	0	0	0	0	0
CPLX4|ENSG00000166569.8|chr18	0	0	0	0	0	0
LMAN1|ENSG00000074695.6|chr18	526	582	446	305	281	288
CCBE1|ENSG00000183287.15|chr18	18	29	30	25	8	19
PMAIP1|ENSG00000141682.12|chr18	6360	8930	6526	15466	13881	10892
MC4R|ENSG00000166603.5|chr18	0	0	0	0	0	0
CDH20|ENSG00000101542.10|chr18	0	0	0	0	0	0
RNF152|ENSG00000176641.11|chr18	45	57	17	30	29	0
PIGN|ENSG00000197563.11|chr18	68	97	101	73	58	32
RELCH|ENSG00000134444.15|chr18	60	51	33	53	121	57
TNFRSF11A|ENSG00000141655.18|chr18	42	130	80	124	75	156
ZCCHC2|ENSG00000141664.10|chr18	269	346	260	224	69	132
PHLPP1|ENSG00000081913.14|chr18	145	112	55	112	125	101
BCL2|ENSG00000171791.14|chr18	39	72	34	43	16	47
KDSR|ENSG00000119537.18|chr18	694	896	666	610	425	168
VPS4B|ENSG00000119541.10|chr18	183	219	205	225	133	122
SERPINB5|ENSG00000206075.14|chr18	0	0	0	0	0	0
SERPINB12|ENSG00000166634.7|chr18	0	0	0	0	0	0
SERPINB13|ENSG00000197641.12|chr18	0	0	0	0	0	0
SERPINB4|ENSG00000206073.11|chr18	0	0	0	0	0	0
SERPINB11|ENSG00000206072.13|chr18	0	0	0	0	0	0
SERPINB3|ENSG00000057149.16|chr18	0	0	0	0	0	0
SERPINB7|ENSG00000166396.13|chr18	0	0	0	0	0	0
SERPINB2|ENSG00000197632.9|chr18	0	0	0	0	0	0
SERPINB10|ENSG00000242550.7|chr18	0	0	0	0	0	0
HMSD|ENSG00000221887.6|chr18	10	5	30	20	0	0
SERPINB8|ENSG00000166401.15|chr18	9	4	0	0	16	5
CDH7|ENSG00000081138.14|chr18	0	0	0	0	16	0
CDH19|ENSG00000071991.9|chr18	0	0	0	0	0	0
DSEL|ENSG00000171451.15|chr18	0	0	0	0	0	0
TMX3|ENSG00000166479.10|chr18	153	182	105	181	168	66
CCDC102B|ENSG00000150636.17|chr18	0	0	0	0	0	0
DOK6|ENSG00000206052.11|chr18	0	0	0	0	0	0
CD226|ENSG00000150637.9|chr18	0	0	0	0	0	0
RTTN|ENSG00000176225.15|chr18	25	67	35	42	34	75
SOCS6|ENSG00000170677.6|chr18	88	48	50	93	10	23
CBLN2|ENSG00000141668.10|chr18	0	0	0	0	0	0
FBXO15|ENSG00000141665.13|chr18	8	0	0	0	12	0
TIMM21|ENSG00000075336.12|chr18	410	656	458	310	376	270
CYB5A|ENSG00000166347.19|chr18	1288	1751	1402	986	834	625
DIPK1C|ENSG00000187773.9|chr18	0	0	0	0	0	0
CNDP2|ENSG00000133313.15|chr18	802	931	935	889	617	761
CNDP1|ENSG00000150656.15|chr18	0	0	0	0	0	0
ZNF407|ENSG00000215421.10|chr18	11	41	43	18	27	0
ZADH2|ENSG00000180011.7|chr18	321	451	304	473	324	269
TSHZ1|ENSG00000179981.11|chr18	163	225	167	225	173	122
SMIM21|ENSG00000206026.7|chr18	0	0	0	0	0	0
ZNF516|ENSG00000101493.11|chr18	39	70	43	101	8	88
ZNF236|ENSG00000130856.17|chr18	29	21	40	25	65	47
MBP|ENSG00000197971.16|chr18	0	7	0	4	0	0
GALR1|ENSG00000166573.6|chr18	0	0	0	0	0	0
SALL3|ENSG00000256463.10|chr18	0	0	0	0	0	0
ATP9B|ENSG00000166377.21|chr18	72	60	13	57	44	18
NFATC1|ENSG00000131196.18|chr18	25	16	0	0	15	0
CTDP1|ENSG00000060069.18|chr18	183	138	165	248	96	103
KCNG2|ENSG00000178342.5|chr18	0	0	0	0	0	0
SLC66A2|ENSG00000122490.19|chr18	325	340	243	255	190	200
HSBP1L1|ENSG00000226742.4|chr18	118	204	171	257	118	137
TXNL4A|ENSG00000141759.15|chr18	3262	3389	2836	2404	1893	1925
RBFA|ENSG00000101546.13|chr18	503	517	552	441	329	314
ADNP2|ENSG00000101544.9|chr18	439	536	370	598	429	132
PARD6G|ENSG00000178184.16|chr18	63	97	39	18	43	31
OR4F17|ENSG00000176695.8|chr19	0	0	0	0	0	0
PLPP2|ENSG00000141934.10|chr19	1	2	4	0	0	0
MIER2|ENSG00000105556.12|chr19	77	122	130	55	72	49
THEG|ENSG00000105549.11|chr19	0	0	0	0	0	0
C2CD4C|ENSG00000183186.8|chr19	28	7	21	9	15	9
ODF3L2|ENSG00000181781.10|chr19	0	0	0	7	0	0
MADCAM1|ENSG00000099866.16|chr19	0	7	0	0	0	0
TPGS1|ENSG00000141933.9|chr19	2	7	8	5	0	31
CDC34|ENSG00000099804.9|chr19	1413	1608	1419	1292	1323	889
